Sn,Id,Ls,St,Rs,Lw,Lf,Cf,Rf,Rw,Lam,Cam,Ram,Lm,Lcm,Cm,Rcm,Rm,Lwb,Ldm,Cdm,Rdm,Rwb,Lb,Lcb,Cb,Rcb,Rb,Original_Position
11741,210134,41+2,41+2,41+2,38+2,38+2,38+2,38+2,38+2,40+2,40+2,40+2,41+2,46+2,46+2,46+2,41+2,56+2,60+2,60+2,60+2,56+2,59+2,65+2,65+2,65+2,59+2,CB
11742,206038,66+2,66+2,66+2,60+2,63+2,63+2,63+2,60+2,58+2,58+2,58+2,57+2,52+2,52+2,52+2,57+2,47+2,44+2,44+2,44+2,47+2,46+2,45+2,45+2,45+2,46+2,ST
11743,181205,60+2,60+2,60+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,66+2,64+2,64+2,64+2,66+2,66+2,65+2,65+2,65+2,66+2,LB
11744,230357,61+2,61+2,61+2,65+2,63+2,63+2,63+2,65+2,63+2,63+2,63+2,65+2,62+2,62+2,62+2,65+2,66+2,63+2,63+2,63+2,66+2,65+2,63+2,63+2,63+2,65+2,"RB,RM"
11745,224213,55+2,55+2,55+2,58+2,56+2,56+2,56+2,58+2,55+2,55+2,55+2,60+2,55+2,55+2,55+2,60+2,65+2,60+2,60+2,60+2,65+2,65+2,63+2,63+2,63+2,65+2,RB
11746,219861,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,57+2,58+2,58+2,58+2,57+2,65+2,63+2,63+2,63+2,65+2,66+2,65+2,65+2,65+2,66+2,"LB,CB"
11747,182996,65+2,65+2,65+2,62+2,63+2,63+2,63+2,62+2,61+2,61+2,61+2,61+2,59+2,59+2,59+2,61+2,54+2,53+2,53+2,53+2,54+2,53+2,53+2,53+2,53+2,53+2,"ST,CF"
11748,163796,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,64+2,66+2,66+2,66+2,64+2,63+2,64+2,64+2,64+2,63+2,"LM,RM"
11749,225748,61+2,61+2,61+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,62+2,62+2,62+2,65+2,52+2,50+2,50+2,50+2,52+2,49+2,41+2,41+2,41+2,49+2,"LM,CAM"
11750,224724,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,66+2,58+2,58+2,58+2,66+2,52+2,48+2,48+2,48+2,52+2,49+2,41+2,41+2,41+2,49+2,"RM,LM,RB"
11751,219604,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,63+2,63+2,63+2,65+2,55+2,55+2,55+2,65+2,48+2,41+2,41+2,41+2,48+2,45+2,38+2,38+2,38+2,45+2,"RM,LM"
11752,201940,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
11753,198100,61+2,61+2,61+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,65+2,61+2,61+2,61+2,65+2,53+2,52+2,52+2,52+2,53+2,50+2,45+2,45+2,45+2,50+2,CAM
11754,240082,57+2,57+2,57+2,62+2,59+2,59+2,59+2,62+2,61+2,61+2,61+2,64+2,62+2,62+2,62+2,64+2,66+2,64+2,64+2,64+2,66+2,66+2,63+2,63+2,63+2,66+2,"LB,LM"
11755,209618,60+2,60+2,60+2,62+2,61+2,61+2,61+2,62+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,63+2,65+2,66+2,66+2,66+2,65+2,65+2,64+2,64+2,64+2,65+2,"CDM,CM"
11756,204242,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,52+2,48+2,48+2,48+2,52+2,48+2,39+2,39+2,39+2,48+2,"CAM,RM,CM"
11757,235729,41+2,41+2,41+2,37+2,39+2,39+2,39+2,37+2,40+2,40+2,40+2,40+2,45+2,45+2,45+2,40+2,54+2,57+2,57+2,57+2,54+2,57+2,65+2,65+2,65+2,57+2,CB
11758,216017,59+2,59+2,59+2,59+2,57+2,57+2,57+2,59+2,56+2,56+2,56+2,61+2,58+2,58+2,58+2,61+2,66+2,62+2,62+2,62+2,66+2,66+2,62+2,62+2,62+2,66+2,"RB,RM"
11759,177099,52+2,52+2,52+2,50+2,50+2,50+2,50+2,50+2,52+2,52+2,52+2,53+2,56+2,56+2,56+2,53+2,60+2,64+2,64+2,64+2,60+2,62+2,66+2,66+2,66+2,62+2,"CB,CDM"
11760,210635,52+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2,53+2,53+2,53+2,54+2,57+2,57+2,57+2,54+2,61+2,63+2,63+2,63+2,61+2,62+2,66+2,66+2,66+2,62+2,"CB,LB"
11761,163530,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,61+2,61+2,61+2,59+2,64+2,64+2,64+2,59+2,62+2,66+2,66+2,66+2,62+2,62+2,64+2,64+2,64+2,62+2,"CDM,CM"
11762,228810,61+2,61+2,61+2,66+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,65+2,66+2,66+2,66+2,65+2,60+2,64+2,64+2,64+2,60+2,59+2,62+2,62+2,62+2,59+2,CM
11763,222922,57+2,57+2,57+2,65+2,63+2,63+2,63+2,65+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,65+2,54+2,53+2,53+2,53+2,54+2,52+2,46+2,46+2,46+2,52+2,"RM,CAM"
11764,222154,60+2,60+2,60+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,64+2,60+2,60+2,60+2,64+2,48+2,46+2,46+2,46+2,48+2,45+2,36+2,36+2,36+2,45+2,"CAM,LM"
11765,238537,60+2,60+2,60+2,67+2,63+2,63+2,63+2,67+2,64+2,64+2,64+2,66+2,57+2,57+2,57+2,66+2,50+2,44+2,44+2,44+2,50+2,46+2,34+2,34+2,34+2,46+2,"LW,LM"
11766,237769,66+2,66+2,66+2,61+2,64+2,64+2,64+2,61+2,61+2,61+2,61+2,60+2,54+2,54+2,54+2,60+2,47+2,47+2,47+2,47+2,47+2,46+2,46+2,46+2,46+2,46+2,ST
11767,171721,49+2,49+2,49+2,47+2,46+2,46+2,46+2,47+2,47+2,47+2,47+2,49+2,54+2,54+2,54+2,49+2,64+2,65+2,65+2,65+2,64+2,65+2,68+2,68+2,68+2,65+2,"LB,CB"
11768,230601,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,59+2,59+2,59+2,65+2,46+2,44+2,44+2,44+2,46+2,42+2,37+2,37+2,37+2,42+2,"LM,LW"
11769,229065,42+2,42+2,42+2,44+2,43+2,43+2,43+2,44+2,46+2,46+2,46+2,49+2,54+2,54+2,54+2,49+2,60+2,63+2,63+2,63+2,60+2,61+2,65+2,65+2,65+2,61+2,CB
11770,178120,68+2,68+2,68+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,67+2,66+2,66+2,66+2,67+2,"CM,CDM"
11771,237768,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,64+2,64+2,64+2,65+2,60+2,59+2,59+2,59+2,60+2,58+2,55+2,55+2,55+2,58+2,"LM,CM"
11772,237256,65+2,65+2,65+2,63+2,64+2,64+2,64+2,63+2,62+2,62+2,62+2,63+2,55+2,55+2,55+2,63+2,48+2,45+2,45+2,45+2,48+2,45+2,41+2,41+2,41+2,45+2,ST
11773,233160,64+2,64+2,64+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,65+2,65+2,65+2,68+2,64+2,61+2,61+2,61+2,64+2,62+2,57+2,57+2,57+2,62+2,"CM,RM"
11774,165064,53+2,53+2,53+2,50+2,51+2,51+2,51+2,50+2,52+2,52+2,52+2,52+2,55+2,55+2,55+2,52+2,57+2,61+2,61+2,61+2,57+2,58+2,65+2,65+2,65+2,58+2,CB
11775,203464,48+2,48+2,48+2,48+2,48+2,48+2,48+2,48+2,50+2,50+2,50+2,51+2,55+2,55+2,55+2,51+2,60+2,62+2,62+2,62+2,60+2,61+2,65+2,65+2,65+2,61+2,"CB,LB"
11776,202952,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,62+2,62+2,62+2,65+2,68+2,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,68+2,"RM,LM"
11777,224455,65+2,65+2,65+2,62+2,63+2,63+2,63+2,62+2,62+2,62+2,62+2,61+2,56+2,56+2,56+2,61+2,43+2,42+2,42+2,42+2,43+2,41+2,37+2,37+2,37+2,41+2,ST
11778,231878,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
11779,214214,60+2,60+2,60+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,62+2,62+2,62+2,65+2,54+2,52+2,52+2,52+2,54+2,51+2,44+2,44+2,44+2,51+2,"CAM,CDM,CM,RM"
11780,200134,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,63+2,62+2,62+2,62+2,63+2,62+2,59+2,59+2,59+2,62+2,"CM,CDM"
11781,236997,59+2,59+2,59+2,60+2,61+2,61+2,61+2,60+2,63+2,63+2,63+2,62+2,66+2,66+2,66+2,62+2,62+2,66+2,66+2,66+2,62+2,62+2,64+2,64+2,64+2,62+2,"CDM,CM"
11782,235973,58+2,58+2,58+2,67+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,66+2,58+2,58+2,58+2,66+2,51+2,45+2,45+2,45+2,51+2,48+2,37+2,37+2,37+2,48+2,"CAM,RM"
11783,226757,41+2,41+2,41+2,39+2,40+2,40+2,40+2,39+2,41+2,41+2,41+2,42+2,46+2,46+2,46+2,42+2,55+2,59+2,59+2,59+2,55+2,58+2,65+2,65+2,65+2,58+2,CB
11784,138181,43+2,43+2,43+2,37+2,39+2,39+2,39+2,37+2,40+2,40+2,40+2,42+2,49+2,49+2,49+2,42+2,55+2,60+2,60+2,60+2,55+2,57+2,66+2,66+2,66+2,57+2,CB
11785,237252,50+2,50+2,50+2,57+2,54+2,54+2,54+2,57+2,56+2,56+2,56+2,60+2,57+2,57+2,57+2,60+2,65+2,62+2,62+2,62+2,65+2,65+2,63+2,63+2,63+2,65+2,RB
11786,233924,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,66+2,59+2,59+2,59+2,66+2,52+2,48+2,48+2,48+2,52+2,48+2,42+2,42+2,42+2,48+2,"CAM,RM,LM,ST"
11787,102084,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,63+2,62+2,62+2,62+2,63+2,61+2,57+2,57+2,57+2,61+2,"CM,CAM"
11788,232900,66+2,66+2,66+2,62+2,65+2,65+2,65+2,62+2,61+2,61+2,61+2,60+2,51+2,51+2,51+2,60+2,41+2,37+2,37+2,37+2,41+2,39+2,36+2,36+2,36+2,39+2,ST
11789,232388,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,66+2,63+2,63+2,63+2,66+2,66+2,63+2,63+2,63+2,66+2,LB
11790,222660,49+2,49+2,49+2,40+2,43+2,43+2,43+2,40+2,40+2,40+2,40+2,40+2,43+2,43+2,43+2,40+2,54+2,56+2,56+2,56+2,54+2,58+2,66+2,66+2,66+2,58+2,CB
11791,212420,46+2,46+2,46+2,44+2,45+2,45+2,45+2,44+2,47+2,47+2,47+2,47+2,53+2,53+2,53+2,47+2,55+2,61+2,61+2,61+2,55+2,57+2,66+2,66+2,66+2,57+2,"CB,LB"
11792,184515,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,55+2,53+2,53+2,53+2,55+2,53+2,49+2,49+2,49+2,53+2,"RM,ST,LM"
11793,244675,61+2,61+2,61+2,66+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,65+2,66+2,66+2,66+2,65+2,60+2,60+2,60+2,60+2,60+2,58+2,53+2,53+2,53+2,58+2,"CM,CAM"
11794,232643,53+2,53+2,53+2,59+2,56+2,56+2,56+2,59+2,56+2,56+2,56+2,61+2,58+2,58+2,58+2,61+2,66+2,63+2,63+2,63+2,66+2,66+2,65+2,65+2,65+2,66+2,LB
11795,219587,56+2,56+2,56+2,60+2,59+2,59+2,59+2,60+2,62+2,62+2,62+2,62+2,64+2,64+2,64+2,62+2,64+2,65+2,65+2,65+2,64+2,63+2,64+2,64+2,64+2,63+2,"CDM,CM"
11796,213699,66+2,66+2,66+2,60+2,63+2,63+2,63+2,60+2,59+2,59+2,59+2,57+2,52+2,52+2,52+2,57+2,43+2,42+2,42+2,42+2,43+2,42+2,43+2,43+2,43+2,42+2,ST
11797,208323,54+2,54+2,54+2,58+2,56+2,56+2,56+2,58+2,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,66+2,64+2,64+2,64+2,66+2,66+2,63+2,63+2,63+2,66+2,"LB,RB"
11798,224962,63+2,63+2,63+2,68+2,66+2,66+2,66+2,68+2,64+2,64+2,64+2,66+2,56+2,56+2,56+2,66+2,50+2,43+2,43+2,43+2,50+2,47+2,36+2,36+2,36+2,47+2,"RM,LM"
11799,223938,60+2,60+2,60+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,51+2,48+2,48+2,48+2,51+2,47+2,40+2,40+2,40+2,47+2,"RM,LM"
11800,217794,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,66+2,63+2,63+2,63+2,66+2,66+2,63+2,63+2,63+2,66+2,65+2,62+2,62+2,62+2,65+2,"LM,LB"
11801,208834,44+2,44+2,44+2,41+2,41+2,41+2,41+2,41+2,41+2,41+2,41+2,43+2,47+2,47+2,47+2,43+2,57+2,59+2,59+2,59+2,57+2,59+2,65+2,65+2,65+2,59+2,CB
11802,206018,66+2,66+2,66+2,67+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,65+2,57+2,57+2,57+2,65+2,51+2,48+2,48+2,48+2,51+2,49+2,46+2,46+2,46+2,49+2,ST
11803,200895,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,66+2,63+2,61+2,61+2,61+2,63+2,61+2,58+2,58+2,58+2,61+2,"LM,CM"
11804,198591,66+2,66+2,66+2,63+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,61+2,61+2,61+2,63+2,52+2,53+2,53+2,53+2,52+2,50+2,51+2,51+2,51+2,50+2,ST
11805,186558,60+2,60+2,60+2,64+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,65+2,65+2,65+2,64+2,63+2,64+2,64+2,64+2,63+2,62+2,61+2,61+2,61+2,62+2,"CM,CDM"
11806,210110,55+2,55+2,55+2,57+2,56+2,56+2,56+2,57+2,58+2,58+2,58+2,59+2,61+2,61+2,61+2,59+2,65+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,"CDM,CB,CM"
11807,142270,54+2,54+2,54+2,57+2,56+2,56+2,56+2,57+2,57+2,57+2,57+2,59+2,61+2,61+2,61+2,59+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,RB
11808,203966,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,59+2,59+2,59+2,59+2,59+2,65+2,64+2,64+2,64+2,65+2,65+2,67+2,67+2,67+2,65+2,"LWB,CB"
11809,189885,62+2,62+2,62+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,54+2,51+2,51+2,51+2,54+2,52+2,46+2,46+2,46+2,52+2,RM
11810,232125,61+2,61+2,61+2,67+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,53+2,49+2,49+2,49+2,53+2,50+2,42+2,42+2,42+2,50+2,"LM,RM,CAM"
11811,183228,50+2,50+2,50+2,46+2,48+2,48+2,48+2,46+2,48+2,48+2,48+2,47+2,52+2,52+2,52+2,47+2,56+2,60+2,60+2,60+2,56+2,57+2,65+2,65+2,65+2,57+2,CB
11812,177340,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
11813,234172,61+2,61+2,61+2,61+2,60+2,60+2,60+2,61+2,58+2,58+2,58+2,63+2,59+2,59+2,59+2,63+2,66+2,62+2,62+2,62+2,66+2,66+2,63+2,63+2,63+2,66+2,RB
11814,220348,59+2,59+2,59+2,63+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,65+2,63+2,63+2,63+2,65+2,67+2,64+2,64+2,64+2,67+2,67+2,63+2,63+2,63+2,67+2,"RM,RB,CM"
11815,219836,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
11816,214972,55+2,55+2,55+2,57+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,59+2,63+2,66+2,66+2,66+2,63+2,63+2,66+2,66+2,66+2,63+2,"CDM,CM"
11817,212156,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,59+2,59+2,59+2,66+2,49+2,46+2,46+2,46+2,49+2,47+2,43+2,43+2,43+2,47+2,RM
11818,208316,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,59+2,59+2,59+2,59+2,59+2,57+2,53+2,53+2,53+2,57+2,CM
11819,190139,65+2,65+2,65+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,64+2,57+2,57+2,57+2,64+2,50+2,47+2,47+2,47+2,50+2,46+2,43+2,43+2,43+2,46+2,"ST,LM,CF"
11820,246203,65+2,65+2,65+2,59+2,61+2,61+2,61+2,59+2,59+2,59+2,59+2,58+2,52+2,52+2,52+2,58+2,43+2,42+2,42+2,42+2,43+2,43+2,42+2,42+2,42+2,43+2,ST
11821,241595,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,63+2,57+2,57+2,57+2,63+2,46+2,44+2,44+2,44+2,46+2,44+2,40+2,40+2,40+2,44+2,"ST,RM,RW"
11822,221627,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,55+2,51+2,51+2,51+2,55+2,52+2,46+2,46+2,46+2,52+2,"CAM,LM"
11823,214715,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,64+2,63+2,63+2,63+2,64+2,"CM,CDM"
11824,204219,45+2,45+2,45+2,44+2,44+2,44+2,44+2,44+2,45+2,45+2,45+2,46+2,49+2,49+2,49+2,46+2,58+2,60+2,60+2,60+2,58+2,59+2,65+2,65+2,65+2,59+2,CB
11825,202171,55+2,55+2,55+2,54+2,54+2,54+2,54+2,54+2,56+2,56+2,56+2,58+2,60+2,60+2,60+2,58+2,62+2,65+2,65+2,65+2,62+2,63+2,65+2,65+2,65+2,63+2,CB
11826,204474,59+2,59+2,59+2,67+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,66+2,59+2,59+2,59+2,66+2,52+2,47+2,47+2,47+2,52+2,47+2,36+2,36+2,36+2,47+2,"CAM,RM"
11827,202170,56+2,56+2,56+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,58+2,58+2,58+2,58+2,58+2,62+2,62+2,62+2,62+2,62+2,62+2,66+2,66+2,66+2,62+2,"CB,RB"
11828,198330,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,66+2,63+2,63+2,63+2,66+2,66+2,64+2,64+2,64+2,66+2,65+2,64+2,64+2,64+2,65+2,"RB,RM,LB"
11829,221625,65+2,65+2,65+2,59+2,63+2,63+2,63+2,59+2,58+2,58+2,58+2,57+2,51+2,51+2,51+2,57+2,43+2,42+2,42+2,42+2,43+2,41+2,42+2,42+2,42+2,41+2,ST
11830,215993,55+2,55+2,55+2,60+2,60+2,60+2,60+2,60+2,62+2,62+2,62+2,63+2,66+2,66+2,66+2,63+2,65+2,67+2,67+2,67+2,65+2,65+2,64+2,64+2,64+2,65+2,"CM,CDM"
11831,210361,48+2,48+2,48+2,48+2,47+2,47+2,47+2,48+2,49+2,49+2,49+2,52+2,56+2,56+2,56+2,52+2,63+2,65+2,65+2,65+2,63+2,63+2,66+2,66+2,66+2,63+2,"CB,LB"
11832,220600,55+2,55+2,55+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,61+2,65+2,64+2,64+2,64+2,65+2,65+2,61+2,61+2,61+2,65+2,LB
11833,214200,48+2,48+2,48+2,54+2,52+2,52+2,52+2,54+2,54+2,54+2,54+2,58+2,58+2,58+2,58+2,58+2,66+2,63+2,63+2,63+2,66+2,66+2,61+2,61+2,61+2,66+2,RB
11834,205752,61+2,61+2,61+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,60+2,60+2,60+2,66+2,56+2,52+2,52+2,52+2,56+2,54+2,46+2,46+2,46+2,54+2,"RW,RM,LM"
11835,198840,59+2,59+2,59+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,64+2,63+2,63+2,63+2,64+2,66+2,65+2,65+2,65+2,66+2,66+2,65+2,65+2,65+2,66+2,"LB,LM"
11836,193206,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2,62+2,62+2,62+2,62+2,62+2,60+2,57+2,57+2,57+2,60+2,"CM,CAM"
11837,232374,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,66+2,62+2,60+2,60+2,60+2,62+2,60+2,56+2,56+2,56+2,60+2,"LM,LB,RM"
11838,222134,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,64+2,64+2,64+2,63+2,64+2,65+2,65+2,65+2,64+2,65+2,66+2,66+2,66+2,65+2,CDM
11839,205750,49+2,49+2,49+2,49+2,50+2,50+2,50+2,49+2,52+2,52+2,52+2,53+2,57+2,57+2,57+2,53+2,61+2,65+2,65+2,65+2,61+2,62+2,67+2,67+2,67+2,62+2,"CDM,CB,CM"
11840,202422,52+2,52+2,52+2,58+2,55+2,55+2,55+2,58+2,59+2,59+2,59+2,61+2,63+2,63+2,63+2,61+2,66+2,66+2,66+2,66+2,66+2,65+2,62+2,62+2,62+2,65+2,"CDM,CM"
11841,231093,42+2,42+2,42+2,43+2,40+2,40+2,40+2,43+2,41+2,41+2,41+2,47+2,47+2,47+2,47+2,47+2,60+2,60+2,60+2,60+2,60+2,62+2,66+2,66+2,66+2,62+2,CB
11842,222645,58+2,58+2,58+2,62+2,61+2,61+2,61+2,62+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,65+2,66+2,66+2,66+2,65+2,64+2,63+2,63+2,63+2,64+2,CM
11843,216245,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
11844,218548,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,64+2,64+2,64+2,64+2,57+2,57+2,57+2,64+2,53+2,49+2,49+2,49+2,53+2,52+2,48+2,48+2,48+2,52+2,"ST,LM,LW"
11845,234163,60+2,60+2,60+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,65+2,60+2,60+2,60+2,65+2,57+2,53+2,53+2,53+2,57+2,54+2,48+2,48+2,48+2,54+2,"LM,CAM"
11846,210867,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,61+2,62+2,62+2,62+2,61+2,66+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,66+2,"CDM,CM"
11847,230829,51+2,51+2,51+2,59+2,55+2,55+2,55+2,59+2,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,65+2,62+2,62+2,62+2,65+2,65+2,61+2,61+2,61+2,65+2,RB
11848,216237,58+2,58+2,58+2,63+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,64+2,65+2,65+2,65+2,64+2,63+2,61+2,61+2,61+2,63+2,"CDM,CM"
11849,214701,51+2,51+2,51+2,51+2,49+2,49+2,49+2,51+2,49+2,49+2,49+2,52+2,51+2,51+2,51+2,52+2,62+2,59+2,59+2,59+2,62+2,63+2,65+2,65+2,65+2,63+2,"CB,RB"
11850,138413,44+2,44+2,44+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,46+2,49+2,49+2,49+2,46+2,57+2,60+2,60+2,60+2,57+2,59+2,66+2,66+2,66+2,59+2,CB
11851,200877,63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,60+2,60+2,60+2,60+2,60+2,58+2,55+2,55+2,55+2,58+2,CM
11852,47020,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
11853,134828,43+2,43+2,43+2,42+2,43+2,43+2,43+2,42+2,44+2,44+2,44+2,46+2,52+2,52+2,52+2,46+2,56+2,62+2,62+2,62+2,56+2,57+2,65+2,65+2,65+2,57+2,CB
11854,237739,41+2,41+2,41+2,39+2,38+2,38+2,38+2,39+2,40+2,40+2,40+2,41+2,44+2,44+2,44+2,41+2,55+2,57+2,57+2,57+2,55+2,59+2,65+2,65+2,65+2,59+2,CB
11855,214187,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
11856,237226,55+2,55+2,55+2,57+2,56+2,56+2,56+2,57+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,63+2,64+2,64+2,64+2,63+2,64+2,66+2,66+2,66+2,64+2,CB
11857,23466,62+2,62+2,62+2,63+2,64+2,64+2,64+2,63+2,64+2,64+2,64+2,64+2,67+2,67+2,67+2,64+2,67+2,69+2,69+2,69+2,67+2,66+2,67+2,67+2,67+2,66+2,"RB,RM,CDM"
11858,204458,45+2,45+2,45+2,48+2,45+2,45+2,45+2,48+2,46+2,46+2,46+2,51+2,49+2,49+2,49+2,51+2,62+2,60+2,60+2,60+2,62+2,64+2,66+2,66+2,66+2,64+2,"CB,RB"
11859,192169,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,63+2,63+2,63+2,62+2,65+2,65+2,65+2,62+2,60+2,63+2,63+2,63+2,60+2,58+2,58+2,58+2,58+2,58+2,"CM,CDM"
11860,178089,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,63+2,63+2,63+2,64+2,58+2,58+2,58+2,64+2,54+2,51+2,51+2,51+2,54+2,52+2,49+2,49+2,49+2,52+2,"ST,LW"
11861,224169,63+2,63+2,63+2,66+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,65+2,59+2,59+2,59+2,65+2,49+2,47+2,47+2,47+2,49+2,46+2,41+2,41+2,41+2,46+2,"RM,CM"
11862,222889,47+2,47+2,47+2,39+2,41+2,41+2,41+2,39+2,41+2,41+2,41+2,41+2,46+2,46+2,46+2,41+2,54+2,59+2,59+2,59+2,54+2,57+2,66+2,66+2,66+2,57+2,CB
11863,210601,49+2,49+2,49+2,54+2,51+2,51+2,51+2,54+2,54+2,54+2,54+2,56+2,58+2,58+2,58+2,56+2,65+2,66+2,66+2,66+2,65+2,65+2,67+2,67+2,67+2,65+2,"CDM,CM,LB"
