Club_no,Play_Id,Club_Team
1821675,245035,Manchester City
1821676,240683,FC Groningen
1821677,230187,Ceará Sporting Club
1821678,214315,Junior FC
1821679,206635,Toronto FC
1821680,186922,Vendsyssel FF
1821681,157482,Oxford United
1821682,242217,RSC Anderlecht
1821683,107305,AJ Auxerre
1821684,236585,Suwon Samsung Bluewings
1821685,219689,CD Palestino
1821686,189736,Ascoli
1821687,244520,Cosenza
1821688,229416,CF Rayo Majadahonda
1821689,198952,Venezia FC
1821690,190247,Burton Albion
1821691,245287,Real Madrid
1821692,160295,Melbourne City FC
1821693,213543,Aalborg BK
1821694,209703,De Graafschap
1821695,234534,AS Nancy Lorraine
1821696,209447,ADO Den Haag
1821697,242722,Houston Dynamo
1821698,239394,TSV Hartberg
1821699,238114,Club América
1821700,172322,Standard de Liège
1821701,229154,VfB Stuttgart
1821702,221986,Heracles Almelo
1821703,230177,Sport Club do Recife
1821704,223009,Brescia
1821705,221985,Cracovia
1821706,208929,Al Qadisiyah
1821707,207905,Piast Gliwice
1821708,170784,Neuchâtel Xamax
1821709,229152,AZ Alkmaar
1821710,220448,Red Star FC
1821711,213536,Vancouver Whitecaps FC
1821712,191263,Al Nassr
1821713,245023,Udinese
1821714,243231,FC Red Bull Salzburg
1821715,241695,FC Nordsjælland
1821716,239135,SC Paderborn 07
1821717,245022,Udinese
1821718,231966,Korona Kielce
1821719,211742,Karlsruher SC
1821720,246045,Club Atlético Lanús
1821721,244509,Hertha BSC
1821722,234781,Granada CF
1821723,231965,Lobos BUAP
1821724,195356,AC Horsens
1821725,189724,Lech Poznań
1821726,236572,AZ Alkmaar
1821727,233500,Feyenoord
1821728,227868,FC Wacker Innsbruck
1821729,227612,Jeju United FC
1821730,221468,Gyeongnam FC
1821731,204316,SKN St. Pölten
1821732,197148,SV Meppen
1821733,169243,SV Wehen Wiesbaden
1821734,199963,Os Belenenses
1821735,240922,CD Lugo
1821736,204058,Cosenza
1821737,190489,Lillestrøm SK
1821738,188185,De Graafschap
1821739,220185,Preston North End
1821740,210713,IF Elfsborg
1821741,200981,Livorno
1821742,243732,Fortuna Sittard
1821743,225812,Atlético Nacional
1821744,221972,Changchun Yatai FC
1821745,212244,1. FC Union Berlin
1821746,211732,1. FC Kaiserslautern
1821747,190995,Rochdale
1821748,240915,FC Barcelona
1821749,228627,Al Nassr
1821750,224019,Extremadura UD
1821751,202259,AIK
1821752,156434,Lobos BUAP
1821753,213009,Al Ittihad
1821754,200209,FC Nordsjælland
1821755,220944,Sheffield Wednesday
1821756,205584,Rotherham United
1821757,205072,Lillestrøm SK
1821758,192015,Querétaro
1821759,184847,ADO Den Haag
1821760,183823,CF Rayo Majadahonda
1821761,227599,Fortuna Sittard
1821762,224527,FC Sochaux-Montbéliard
1821763,223759,Vejle Boldklub
1821764,220943,Rotherham United
1821765,236302,Sporting Lokeren
1821766,232718,Sagan Tosu
1821767,232462,Cerezo Osaka
1821768,225550,UD Almería
1821769,211214,Royal Excel Mouscron
1821770,205582,Rotherham United
1821771,239373,PEC Zwolle
1821772,221709,San Jose Earthquakes
1821773,219661,Chievo Verona
1821774,237324,Perugia
1821775,167180,Odds BK
1821776,162828,Perth Glory
1821777,183819,LA Galaxy
1821778,178187,VVV-Venlo
1821779,159499,Foggia
1821780,224267,FC Admira Wacker Mödling
1821781,199435,Atlético Tucumán
1821782,180746,Wellington Phoenix
1821783,236298,Los Angeles FC
1821784,232714,Sagan Tosu
1821785,203781,Real Salt Lake
1821786,199173,Spezia
1821787,233732,Spezia
1821788,229892,RCD Mallorca
1821789,243715,AS Saint-Étienne
1821790,239363,LOSC Lille
1821791,238595,SC Preußen Münster
1821792,172547,Gimnàstic de Tarragona
1821793,143107,San Martín de San Juan
1821794,207619,Philadelphia Union
1821795,137987,KAS Eupen
1821796,202243,LA Galaxy
1821797,190722,Northampton Town
1821798,222466,CD Lugo
1821799,239361,Ajax
1821800,238593,Hallescher FC
1821801,242944,CD Huachipato
1821802,234496,Portsmouth
1821803,230912,Frosinone
1821804,221696,Houston Dynamo
1821805,214016,Jaguares de Córdoba
1821806,203264,Plymouth Argyle
1821807,198144,FC Emmen
1821808,247039,SK Slavia Praha
1821809,246015,Venezuela
1821810,237823,Kashima Antlers
1821811,234239,FC Metz
1821812,229631,CD Lugo
1821813,224511,Gimnasia y Esgrima La Plata
1821814,237310,Heart of Midlothian
1821815,104702,Stabæk Fotball
1821816,233470,AD Alcorcón
1821817,214014,Once Caldas
1821818,208638,Cádiz CF
1821819,210941,Jeju United FC
1821820,205565,Ulsan Hyundai FC
1821821,202749,Gangwon FC
1821822,177404,Eintracht Braunschweig
1821823,171772,Córdoba CF
1821824,234748,Hokkaido Consadole Sapporo
1821825,226556,Universidad de Chile
1821826,232699,Patronato
1821827,104442,Kilmarnock
1821828,207610,New York Red Bulls
1821829,202231,Columbus Crew SC
1821830,199159,Melbourne City FC
1821831,191990,Crotone
1821832,245238,Real Madrid
1821833,243446,Gimnasia y Esgrima La Plata
1821834,167926,Shrewsbury
1821835,211702,SpVgg Unterhaching
1821836,210422,Júbilo Iwata
1821837,204534,Atlético Bucaramanga
1821838,235253,Holstein Kiel
1821839,234741,PEC Zwolle
1821840,234229,Rangers FC
1821841,225013,FC Lugano
1821842,216053,San Martin de Tucumán
1821843,246772,Gamba Osaka
1821844,175092,Houston Dynamo
1821845,234740,FC Groningen
1821846,229620,Hammarby IF
1821847,221684,New York City FC
1821848,219636,Unión La Calera
1821849,235507,RC Celta
1821850,163571,Walsall
1821851,224243,Heracles Almelo
1821852,177138,Philadelphia Union
1821853,240114,Os Belenenses
1821854,172786,Lecce
1821855,169458,Kilmarnock
1821856,221425,Urawa Red Diamonds
1821857,189936,Sunderland
1821858,237040,Empoli
1821859,224496,Junior FC
1821860,213488,Sydney FC
1821861,236015,Wolverhampton Wanderers
1821862,213743,Os Belenenses
1821863,175598,Dalian YiFang FC
1821864,238062,Wigan Athletic
1821865,214254,CD Everton de Viña del Mar
1821866,213486,PFC CSKA Moscow
1821867,237293,Al Batin
1821868,214509,Independiente Medellín
1821869,199917,Charlton Athletic
1821870,191980,FC Seoul
1821871,220396,Sandefjord Fotball
1821872,220139,Colchester United
1821873,213736,FC Dallas
1821874,183527,Blackpool
1821875,179687,Pachuca
1821876,219623,Deportes Iquique
1821877,216295,Waasland-Beveren
1821878,215527,Willem II
1821879,203751,West Bromwich Albion
1821880,196070,CD Universidad de Concepción
1821881,188390,Royal Excel Mouscron
1821882,247270,FC Seoul
1821883,178150,Carpi
1821884,111590,Blackpool
1821885,151270,Doncaster Rovers
1821886,208102,IFK Norrköping
1821887,201446,Luton Town
1821888,179685,DC United
1821889,244197,UD Almería
1821890,176357,Oxford United
1821891,233957,West Bromwich Albion
1821892,215013,Unión de Santa Fe
1821893,206053,Carpi
1821894,138981,CD Feirense
1821895,202469,LA Galaxy
1821896,190180,Dundee FC
1821897,185316,Lech Poznań
1821898,240100,Spezia
1821899,221924,Brøndby IF
1821900,215268,Rionegro Águilas
1821901,226787,Gimnasia y Esgrima La Plata
1821902,224995,La Equidad
1821903,201955,Racing Club de Lens
1821904,171490,Cagliari
1821905,231394,Vitória de Setúbal
1821906,209378,Heracles Almelo
1821907,10466,IF Elfsborg
1821908,138722,Rotherham United
1821909,194785,Sunderland
1821910,192481,Lincoln City
1821911,237537,Lech Poznań
1821912,221665,AIK
1821913,202977,Suwon Samsung Bluewings
1821914,194272,Al Fayha
1821915,190176,RCD Mallorca
1821916,184288,NAC Breda
1821917,232156,Holstein Kiel
1821918,228828,CD Leganés
1821919,226012,Queens Park Rangers
1821920,158172,1. FC Union Berlin
1821921,213724,Deportivo de La Coruña
1821922,190939,India
1821923,184283,FC St. Pauli
1821924,242651,New York Red Bulls
1821925,226523,Malmö FF
1821926,225755,CA Osasuna
1821927,213979,Independiente Santa Fe
1821928,212443,Cittadella
1821929,204763,TSV 1860 München
1821930,202459,Heracles Almelo
1821931,247258,CD Feirense
1821932,173530,Reading
1821933,216282,FC Augsburg
1821934,206298,Pohang Steelers
1821935,210137,Envigado FC
1821936,209112,Paraguay
1821937,201944,Molde FK
1821938,199384,SK Sturm Graz
1821939,216791,Ipswich Town
1821940,202199,Hull City
1821941,170966,Deportivo Toluca
1821942,228310,Melbourne Victory
1821943,210134,Al Ahli
1821944,206038,V-Varen Nagasaki
1821945,181205,Legia Warszawa
1821946,230357,Paraná
1821947,224213,SL Benfica
1821948,219861,América de Cali
1821949,182996,Guangzhou R&F FC
1821950,163796,ESTAC Troyes
1821951,225748,Norwich City
1821952,224724,Göztepe SK
1821953,219604,Red Star FC
1821954,201940,Vancouver Whitecaps FC
1821955,198100,Newell's Old Boys
1821956,240082,Lokomotiv Moscow
1821957,209618,SV Zulte-Waregem
1821958,204242,AJ Auxerre
1821959,235729,Hamburger SV
1821960,216017,Deportes Iquique
1821961,177099,FSV Zwickau
1821962,210635,Aston Villa
1821963,163530,AS Nancy Lorraine
1821964,228810,Vitória Guimarães
1821965,222922,Milton Keynes Dons
1821966,222154,Club Necaxa
1821967,238537,Unión Española
1821968,237769,Shimizu S-Pulse
1821969,171721,US Salernitana 1919
1821970,230601,Al Batin
1821971,229065,Fortuna Sittard
1821972,178120,Cosenza
1821973,237768,Kashima Antlers
1821974,237256,Portland Timbers
1821975,233160,FC Seoul
1821976,165064,VVV-Venlo
1821977,203464,Aberdeen
1821978,202952,Jeju United FC
1821979,224455,Carpi
1821980,231878,Los Angeles FC
1821981,214214,Independiente Medellín
1821982,200134,Dundalk
1821983,236997,Real Sporting de Gijón
1821984,235973,Legia Warszawa
1821985,226757,Patronato
1821986,138181,Southend United
1821987,237252,Vancouver Whitecaps FC
1821988,233924,Rosario Central
1821989,102084,Padova
1821990,232900,FK Austria Wien
1821991,232388,CD Aves
1821992,222660,FC Seoul
1821993,212420,Charlton Athletic
1821994,184515,Real Sporting de Gijón
1821995,244675,Athletic Club de Bilbao
1821996,232643,FC Utrecht
1821997,219587,Brescia
1821998,213699,Middlesbrough
1821999,208323,Chamois Niortais Football Club
1822000,224962,Ettifaq FC
1822001,223938,KSV Cercle Brugge
1822002,217794,CD Palestino
1822003,208834,Valenciennes FC
1822004,206018,Charlton Athletic
1822005,200895,Scunthorpe United
1822006,198591,FC Sochaux-Montbéliard
1822007,186558,Blackpool
1822008,210110,CD Numancia
1822009,142270,Randers FC
1822010,203966,FC Erzgebirge Aue
1822011,189885,Bolton Wanderers
1822012,232125,América de Cali
1822013,183228,Lechia Gdańsk
1822014,177340,Parma
1822015,234172,Le Havre AC
1822016,220348,CF Rayo Majadahonda
1822017,219836,Getafe CF
1822018,214972,Patronato
1822019,212156,Vitória Guimarães
1822020,208316,IFK Norrköping
1822021,190139,Júbilo Iwata
1822022,246203,Real Valladolid CF
1822023,241595,AS Nancy Lorraine
1822024,221627,Atlético Huila
1822025,214715,CD Huachipato
1822026,204219,Barnsley
1822027,202171,Columbus Crew SC
1822028,204474,CD Numancia
1822029,202170,Minnesota United FC
1822030,198330,Perth Glory
1822031,221625,Columbus Crew SC
1822032,215993,Club Atlético Aldosivi
1822033,210361,Royal Excel Mouscron
1822034,220600,Houston Dynamo
1822035,214200,Jaguares de Córdoba
1822036,205752,Ipswich Town
1822037,198840,Gimnàstic de Tarragona
1822038,193206,Heart of Midlothian
1822039,232374,Urawa Red Diamonds
1822040,222134,Egypt
1822041,205750,KSV Cercle Brugge
1822042,202422,Peterborough United
1822043,231093,Belgrano de Córdoba
1822044,222645,Deportivo Toluca
1822045,216245,Monterrey
1822046,218548,Al Qadisiyah
1822047,234163,DSC Arminia Bielefeld
1822048,210867,Panathinaikos FC
1822049,230829,U.N.A.M.
1822050,216237,Elche CF
1822051,214701,CD Antofagasta
1822052,138413,Hamilton Academical FC
1822053,200877,Lecce
1822054,47020,FC Groningen
1822055,134828,Kilmarnock
1822056,237739,Hokkaido Consadole Sapporo
1822057,214187,América de Cali
1822058,237226,AIK
1822059,23466,Fleetwood Town
1822060,204458,AFC Wimbledon
1822061,192169,BK Häcken
1822062,178089,Wellington Phoenix
1822063,224169,Unión La Calera
1822064,222889,San Martin de Tucumán
1822065,210601,FK Austria Wien
1822066,244648,SK Rapid Wien
1822067,232104,Swansea City
1822068,230568,Valenciennes FC
1822069,229288,AZ Alkmaar
1822070,187047,AS Nancy Lorraine
1822071,244135,Racing Club de Lens
1822072,242087,Kawasaki Frontale
1822073,211623,Scunthorpe United
1822074,246182,Sparta Praha
1822075,245158,Gimnàstic de Tarragona
1822076,228774,AS Nancy Lorraine
1822077,202662,1. FC Magdeburg
1822078,184229,Sarpsborg 08 FF
1822079,183973,Valenciennes FC
1822080,242341,AZ Alkmaar
1822081,228261,Waasland-Beveren
1822082,209317,Nîmes Olympique
1822083,234660,Fenerbahçe SK
1822084,231588,RCD Mallorca
1822085,223652,SpVgg Greuther Fürth
1822086,126883,Çaykur Rizespor
1822087,190883,Houston Dynamo
1822088,216483,Charlton Athletic
1822089,214435,Club Atlas
1822090,202915,Córdoba CF
1822091,246690,Monterrey
1822092,240290,Al Fateh
1822093,223135,Yeni Malatyaspor
1822094,214175,Deportes Tolima
1822095,237726,FC Utrecht
1822096,163998,New Zealand
1822097,211870,FC Erzgebirge Aue
1822098,178589,Melbourne City FC
1822099,232861,Cerezo Osaka
1822100,219293,Cracovia
1822101,233372,Defensa y Justicia
1822102,227740,La Equidad
1822103,225692,1. FC Köln
1822104,214684,Curicó Unido
1822105,203164,SC Fortuna Köln
1822106,144282,Antalyaspor
1822107,239513,Preston North End
1822108,238489,SG Dynamo Dresden
1822109,207769,UD Almería
1822110,206489,Barnsley
1822111,205465,SV Mattersburg
1822112,239768,Zagłębie Lubin
1822113,184471,Ipswich Town
1822114,244375,Dynamo Kyiv
1822115,242327,Orlando Pirates
1822116,176023,UD Almería
1822117,232599,PEC Zwolle
1822118,234646,SKN St. Pölten
1822119,232342,Belgrano de Córdoba
1822120,231318,Paris FC
1822121,224150,Cruz Azul
1822122,189077,Karlsruher SC
1822123,237973,PFC CSKA Moscow
1822124,237461,FC Dallas
1822125,232597,Gamba Osaka
1822126,228245,Karlsruher SC
1822127,227477,Club Atlético Banfield
1822128,201621,Sporting Kansas City
1822129,193427,Melbourne City FC
1822130,232595,Suwon Samsung Bluewings
1822131,215443,FK Bodø/Glimt
1822132,207763,U.N.A.M.
1822133,239250,FC Barcelona
1822134,208018,PEC Zwolle
1822135,204690,SK Sturm Graz
1822136,240017,FC Nordsjælland
1822137,220558,SV Meppen
1822138,213646,Vitória Guimarães
1822139,238989,TSV Hartberg
1822140,236173,Atlético Mineiro
1822141,234893,Spezia
1822142,220045,Birmingham City
1822143,223117,Excelsior
1822144,177804,Padova
1822145,238988,LASK Linz
1822146,237708,AS Monaco
1822147,224140,Deportes Iquique
1822148,243339,Waasland-Beveren
1822149,234891,DSC Arminia Bielefeld
1822150,232843,FK Austria Wien
1822151,203915,Ascoli
1822152,195722,CD O'Higgins
1822153,171402,Elche CF
1822154,231050,Cosenza
1822155,211850,FC Carl Zeiss Jena
1822156,144010,Antalyaspor
1822157,189833,Motherwell
1822158,236169,Cruzeiro
1822159,169609,Bolton Wanderers
1822160,230793,Real Sporting de Gijón
1822161,238984,VfL Osnabrück
1822162,204424,Adelaide United
1822163,201352,Frosinone
1822164,191111,Sanfrecce Hiroshima
1822165,186503,Heracles Almelo
1822166,231815,Club León
1822167,219527,Atlético Nacional
1822168,143751,Atiker Konyaspor
1822169,140423,Burton Albion
1822170,188038,Antalyaspor
1822171,246406,Ecuador
1822172,217990,Unión Española
1822173,205190,Stade Malherbe Caen
1822174,189573,Pogoń Szczecin
1822175,230789,Boavista FC
1822176,223877,Queens Park Rangers
1822177,214661,Ascoli
1822178,136069,Santa Clara
1822179,186756,St. Johnstone FC
1822180,245124,Cádiz CF
1822181,191105,AIK
1822182,183425,Millwall
1822183,241025,Club Atlético Colón
1822184,232577,Urawa Red Diamonds
1822185,229248,Moreirense FC
1822186,223104,Hibernian
1822187,221824,Beijing Sinobo Guoan FC
1822188,190079,Arka Gdynia
1822189,170879,Wigan Athletic
1822190,226431,Gillingham
1822191,146558,Gimnàstic de Tarragona
1822192,244605,AEK Athens
1822193,236669,San Martin de Tucumán
1822194,235389,Monterrey
1822195,235133,Cittadella
1822196,232573,Yokohama F. Marinos
1822197,229245,Deportes Iquique
1822198,213117,TSV 1860 München
1822199,207485,Monarcas Morelia
1822200,230268,Fluminense
1822201,227964,Vancouver Whitecaps FC
1822202,240507,Manchester United
1822203,224123,Livorno
1822204,222587,Atlanta United
1822205,211067,US Cremonese
1822206,192890,Querétaro
1822207,243834,NAC Breda
1822208,238970,1. FC Magdeburg
1822209,212346,Pohang Steelers
1822210,204922,FC Admira Wacker Mödling
1822211,247417,Sagan Tosu
1822212,242041,SC Paderborn 07
1822213,222585,Newell's Old Boys
1822214,222328,Randers FC
1822215,135032,SønderjyskE
1822216,190583,Rotherham United
1822217,226167,Holstein Kiel
1822218,223095,1. FC Nürnberg
1822219,218743,Envigado FC
1822220,201847,SV Zulte-Waregem
1822221,118646,Rochdale
1822222,235126,US Salernitana 1919
1822223,230262,Vitória
1822224,214390,Deportivo Pasto
1822225,235890,Çaykur Rizespor
1822226,212338,Racing Club de Lens
1822227,240753,Olympique Lyonnais
1822228,240241,FC Sion
1822229,201841,Royal Excel Mouscron
1822230,192624,Millwall
1822231,184944,Antalyaspor
1822232,239728,Górnik Zabrze
1822233,230768,Padova
1822234,235887,KSV Cercle Brugge
1822235,219759,Crotone
1822236,213615,South Africa
1822237,205423,Vålerenga Fotball
1822238,194669,Wolfsberger AC
1822239,241261,Guizhou Hengfeng FC
1822240,165485,Southend United
1822241,228205,Kaizer Chiefs
1822242,199277,KV Oostende
1822243,242028,CD Antofagasta
1822244,237420,Hamburger SV
1822245,215148,Newell's Old Boys
1822246,205676,Elche CF
1822247,197996,Malmö FF
1822248,191083,Aarhus GF
1822249,223339,Santa Clara
1822250,190826,FC St. Pauli
1822251,52842,SD Huesca
1822252,223850,Arka Gdynia
1822253,209002,Odense Boldklub
1822254,204138,De Graafschap
1822255,198250,FC Midtjylland
1822256,197226,SV Darmstadt 98
1822257,173673,Burton Albion
1822258,243304,Real Sociedad
1822259,242280,Aberdeen
1822260,226408,San Martín de San Juan
1822261,210536,SC Fortuna Köln
1822262,204136,FC Emmen
1822263,190311,Charlton Athletic
1822264,194150,Sheffield United
1822265,218214,Ettifaq FC
1822266,194149,Djurgårdens IF
1822267,242533,Portland Timbers
1822268,242021,Royal Antwerp FC
1822269,204386,PEC Zwolle
1822270,193889,Toulouse Football Club
1822271,229217,CD Numancia
1822272,225121,Elche CF
1822273,209761,LA Galaxy
1822274,183392,KAS Eupen
1822275,244832,Monarcas Morelia
1822276,170592,FC Würzburger Kickers
1822277,221024,SSV Jahn Regensburg
1822278,237407,DC United
1822279,223839,Atiker Konyaspor
1822280,210783,Al Faisaly
1822281,182622,Santa Clara
1822282,238942,Jagiellonia Białystok
1822283,170078,Bolton Wanderers
1822284,230238,Botafogo
1822285,215390,AS Nancy Lorraine
1822286,145758,Shonan Bellmare
1822287,138334,Excelsior
1822288,183645,LASK Linz
1822289,211037,UD Almería
1822290,200797,AS Nancy Lorraine
1822291,197981,FC Utrecht
1822292,244316,Sporting CP
1822293,207708,CD Aves
1822294,244315,Málaga CF
1822295,235867,US Cremonese
1822296,228699,KRC Genk
1822297,227675,Sheffield United
1822298,225115,Venezia FC
1822299,223067,Club Atlético Aldosivi
1822300,218971,Côte d'Ivoire
1822301,203355,Oxford United
1822302,190554,Minnesota United FC
1822303,186970,Henan Jianye FC
1822304,245850,SK Slavia Praha
1822305,238938,VfL Osnabrück
1822306,238682,FC Würzburger Kickers
1822307,225882,Paraguay
1822308,157018,Tiburones Rojos de Veracruz
1822309,221530,Vitória de Setúbal
