player_name,value_euro,predicted_value_euro,age,sliding_tackle,agility,short_passing,interceptions,jumping,positioning,curve,crossing,freekick_accuracy
R. Würtz,"375,000","609,289",35,66,64,67,74,72,58,48,37,49
N. Schouterden,"750,000","477,833",30,52,74,65,57,73,64,69,71,67
A. Bencharki,"999,999","1,031,075",24,21,73,63,37,75,64,70,62,66
S. Jovanović,"824,999","252,146",27,34,67,69,27,44,59,55,71,47
E. Ndoj,"1,199,999","292,098",22,66,64,71,64,62,52,49,57,51
P. Klewin,"750,000","307,697",25,17,35,23,17,51,15,20,16,17
S. Raggett,"900,000","1,095,886",25,60,41,55,64,68,28,30,24,21
J. Gómez,"1,100,000","120,177",22,62,54,57,65,78,35,24,25,26
Claude Gonçalves,"849,999","2,598,789",24,61,71,64,72,71,40,51,45,49
M. Lowe,"1,299,999","3,182,481",21,64,66,67,67,71,56,38,59,38
A. Ludwig,"900,000","2,127,399",25,64,60,67,61,72,60,61,57,62
K. Kratz,"675,000","773,388",32,63,72,69,62,41,62,73,69,76
C. Handke,"599,999","463,403",30,64,40,55,66,54,23,28,34,30
V. N'Simba,"800,000","423,672",25,63,82,65,63,84,61,66,65,42
L. Robles,"524,999","2,717,651",32,68,73,62,64,91,60,43,52,62
M. Sauer,"849,999","1,832,992",24,67,73,62,63,64,57,48,70,30
C. Sepúlveda,"849,999","1,039,979",26,64,64,65,68,37,51,59,43,44
S. Benyamina,"800,000","1,283,013",29,19,64,54,19,79,66,41,34,33
A. El Kaabi,"975,000","159,538",25,17,65,60,14,65,73,36,31,33
E. Sosa,"1,100,000","603,512",22,40,78,67,27,54,65,63,45,62
J. Justin,"1,500,000","1,060,421",21,63,70,64,62,56,61,34,66,50
R. Salinas,"675,000","194,485",32,29,53,57,26,73,68,39,34,28
S. Ganz,"975,000","752,096",25,16,83,60,20,73,67,46,45,43
Oriol Busquets,"1,500,000","206,812",19,61,56,70,65,54,41,46,56,42
T. Mauricio,"999,999","664,868",24,33,79,62,24,53,64,51,62,41
J. Bendik,"625,000","3,697,854",29,6,35,17,12,43,12,15,16,19
G. Merebashvili,"675,000","250,338",32,38,82,64,34,56,58,56,59,56
S. Srnic,"824,999","1,331,319",27,36,62,70,44,52,63,65,65,63
F. Kadioglu,"1,299,999","855,710",19,28,68,64,36,60,52,70,64,64
B. Jatta,"1,299,999","15,875,435",20,32,68,63,22,53,66,54,67,49
R. Manaj,"1,299,999","1,664,104",22,21,51,59,12,66,69,42,41,57
Gustavo Pastinho,"824,999","1,407,792",27,35,74,50,41,61,71,45,68,62
E. Lieftink,"999,999","535,057",25,66,59,69,65,78,58,64,58,63
Renê Santos,"750,000","649,440",26,66,44,57,66,70,33,27,36,32
Y. Akimoto,"499,999","48,700",31,12,40,28,25,55,15,11,11,13
H. Sakhi,"1,100,000","1,188,554",22,57,72,67,58,57,67,65,62,66
F. Beijmo,"1,199,999","1,753,575",21,64,66,59,62,62,40,58,62,37
T. Paredes,"849,999","989,448",25,64,47,44,72,73,28,25,24,24
Venanzio Meirás,"725,000","572,951",31,41,53,69,47,58,75,73,56,70
K. Løkberg,"874,999","12,070,498",27,55,83,66,59,84,62,46,59,48
F. Serrarens,"824,999","513,462",28,14,64,67,20,68,66,56,57,39
D. Jones,"999,999","2,395,635",22,57,56,67,67,70,58,42,47,56
C. Maguire,"750,000","778,244",30,27,70,62,41,77,62,67,64,72
Carlos Abad,"949,999","203,969",23,18,32,24,27,65,16,22,15,18
L. Dos Santos,"800,000","815,588",25,73,64,75,63,73,46,41,69,42
Claudio Silbeiro,"400,000","2,574,775",35,48,71,53,44,73,68,47,41,48
K. Hoggas,"900,000","1,221,494",27,46,65,70,46,62,65,66,68,62
Xande Silva,"1,100,000","86,197",21,22,74,63,24,65,67,64,57,33
N. Rubio,"999,999","2,698,278",24,37,81,65,27,73,74,50,64,68
V. Berisha,"975,000","270,220",24,24,80,61,37,89,66,63,59,44
Carlos Ruiz,"230,000","141,492",35,58,65,66,64,74,50,48,45,47
M. Bruscagin,"625,000","1,273,902",29,66,73,62,62,74,31,35,50,25
L. Paiva,"975,000","247,837",25,27,68,65,26,48,61,51,65,71
Luis Rioja,"975,000","150,176",25,26,81,61,26,73,67,53,65,40
P. Papp,"625,000","101,523",29,66,59,67,65,70,45,52,59,49
T. Sana,"800,000","6,279,752",29,25,92,65,27,66,69,69,60,59
J. Anibaba,"599,999","62,411",30,65,67,63,66,75,36,50,58,45
Rafael de Aseiro,"524,999","180,391",27,12,38,34,20,46,10,14,23,12
J. Perch,"450,000","1,181,034",33,66,57,65,65,70,59,47,60,37
Zhang Yuning,"1,100,000","228,562",22,18,64,67,23,72,66,58,53,41
S. Dawkins,"725,000","393,729",31,31,78,70,49,55,65,49,55,60
A. Nkaka,"924,999","795,013",22,64,70,65,67,73,42,36,47,37
C. Espinosa,"324,999","3,076,075",36,44,59,74,25,38,53,69,47,61
A. Niz,"575,000","883,060",30,68,57,46,71,91,30,28,58,27
J. Mena,"675,000","774,767",29,65,48,53,69,83,27,30,22,27
D. Vidošić,"675,000","664,577",31,51,66,70,46,67,67,73,67,65
M. Rutten,"800,000","267,940",25,70,63,67,65,77,45,49,58,44
Jorge Fellipe,"599,999","1,227,149",30,63,32,55,68,50,25,35,32,35
S. Nagasawa,"750,000","145,201",30,23,32,62,11,32,64,55,42,42
A. Gilbey,"1,100,000","201,139",24,64,77,68,63,83,59,57,51,56
A. Crawford,"874,999","3,738,152",27,50,78,68,57,76,64,50,66,67
N. Siega,"800,000","462,111",28,58,79,68,62,59,58,59,65,54
Joni Montiel,"1,199,999","2,108,592",20,39,60,68,38,46,64,41,58,45
Nacho,"900,000","566,930",26,21,68,59,20,65,58,73,72,46
T. Petsos,"725,000","1,192,021",27,63,67,68,60,73,45,61,41,70
V. Rennella,"750,000","322,117",30,31,64,63,35,67,64,78,53,69
G. Gotti,"999,999","587,668",25,21,61,61,16,40,71,54,48,56
S. Campo,"1,199,999","185,937",23,33,71,70,25,60,64,71,67,66
I. Depe,"824,999","4,252,518",26,37,77,68,16,68,61,62,64,62
Q. Westberg,"450,000","212,180",32,12,51,19,16,78,6,10,10,10
R. Vloet,"999,999","104,619",23,33,58,66,33,67,69,62,52,62
S. Sutter,"424,999","1,489,098",32,64,70,68,62,73,62,54,67,34
J. Opoku,"774,999","415,179",28,38,68,67,31,84,60,66,60,66
K. Miyoshi,"1,199,999","590,929",21,44,85,65,26,83,42,67,58,50
S. Aytaç,"649,999","341,150",27,66,68,67,66,51,69,63,59,68
S. Goss,"1,100,000","378,764",23,53,65,72,54,66,55,77,58,74
D. Bamba,"999,999","1,308,488",24,18,83,58,18,76,66,54,52,33
Y. Koné,"999,999","166,622",23,68,72,64,61,56,50,47,62,40
M. Delgado,"924,999","978,342",23,62,79,71,61,75,62,59,50,39
T. Rowe,"750,000","1,297,136",30,65,77,64,63,66,67,38,64,53
B. Kopplin,"575,000","18,025,338",30,66,69,61,60,59,56,58,60,61
A. Muyl,"1,100,000","13,335,322",23,54,77,63,65,80,66,58,65,30
G. Honeyman,"1,100,000","23,173",24,66,62,66,46,55,59,57,61,58
J. McCarthy,"900,000","1,368,778",23,63,60,62,62,78,56,50,61,37
J. Valencia,"424,999","4,186,752",33,64,66,61,71,69,70,66,68,72
M. Mouandilmadji,"1,299,999","209,798",21,22,69,57,16,73,67,47,35,34
K. Ota,"550,000","368,893",31,62,72,70,66,64,62,79,75,74
K. Pusch,"949,999","349,190",26,48,74,70,60,71,63,65,45,62
Hwang Ki Wook,"1,100,000","1,317,731",22,64,48,70,62,69,59,22,35,21
José Juan,"50,000","630,920",40,12,59,43,17,71,12,11,20,11
J. Harvey,"219,999","561,216",35,67,68,64,69,66,55,65,62,39
Bruno Costa,"1,199,999","13,409,159",21,49,75,73,45,60,62,67,63,55
G. Itter,"1,500,000","585,786",20,64,67,69,64,69,57,63,68,49
S. Cosgrove,"1,100,000","1,429,446",22,29,62,56,14,85,64,42,31,38
J. Monreal,"1,199,999","259,892",22,25,64,64,32,72,67,29,39,26
Dani Martín,"999,999","1,247,684",20,11,40,28,15,61,9,16,15,13
N. Solís,"999,999","1,907,830",24,38,88,63,18,62,60,56,66,55
João Silva,"800,000","382,877",28,16,59,40,11,77,66,38,34,30
E. Mosquera,"625,000","488,450",28,68,58,56,65,74,51,59,71,34
M. Diagne,"924,999","1,103,980",25,63,61,60,65,82,22,35,40,31
T. Kløve,"800,000","2,036,919",28,45,77,64,53,42,50,54,57,60
J. Whatmough,"1,299,999","10,811,821",22,65,68,57,62,80,22,26,27,27
Sin Se Gye,"625,000","623,998",28,62,82,66,64,69,71,56,68,50
H. Hansson,"900,000","4,661,621",26,38,76,66,46,55,68,64,59,60
L. Schweers,"900,000","605,058",22,64,39,53,63,67,25,27,32,30
R. Arias,"750,000","3,759,017",26,65,61,49,63,82,25,34,23,26
A. Mbekile,"499,999","536,390",32,69,55,64,61,61,51,51,63,53
R. Weil,"575,000","265,826",31,63,62,67,66,90,39,26,59,32
M. Vilotić,"524,999","373,200",32,67,55,58,63,65,39,34,43,42
H. Stengel,"1,100,000","285,463",23,47,71,68,64,57,63,70,64,70
J. Burić,"474,999","287,257",32,13,46,23,21,67,15,13,11,18
Gonçalo Cardoso,"999,999","1,031,586",18,66,47,55,61,71,29,30,25,31
T. Casasola,"1,100,000","306,186",23,73,61,68,64,74,63,31,69,34
Joan Román,"949,999","270,698",25,45,78,68,51,63,58,62,59,59
A. Halliday,"725,000","2,101,705",27,67,75,71,59,70,54,54,63,58
Gonzalo Verdú,"599,999","206,988",30,58,62,61,65,72,39,48,38,49
M. Polster,"849,999","1,058,106",25,64,50,69,70,67,49,63,58,38
G. Dobson,"1,100,000","226,804",21,62,69,66,63,69,58,60,57,56
L. Hyam,"874,999","2,299,164",27,70,75,68,70,73,55,56,56,55
G. McCleary,"675,000","4,634,739",31,43,67,63,38,73,63,68,63,63
L. Camp,"375,000","295,155",34,12,62,25,25,73,14,16,13,17
N. Lozano,"924,999","713,025",25,64,59,58,61,73,38,29,29,35
K. Karami,"599,999","433,975",29,64,73,53,70,62,58,46,67,31
D. Thomalla,"949,999","339,787",26,30,69,62,32,52,68,58,56,57
N. Marsman,"599,999","3,481,568",28,19,41,50,12,61,10,19,19,20
D. Srbeny,"999,999","1,026,086",24,26,64,64,30,77,71,25,49,27
C. Del Grosso,"159,999","253,755",35,71,73,67,64,65,61,65,73,55
L. Geminiani,"700,000","415,782",28,67,70,59,68,58,57,39,70,22
S. Rapp,"975,000","733,760",26,31,65,45,19,81,70,59,60,41
J. Hergault,"424,999","312,774",32,65,69,67,69,43,55,69,69,48
A. Miljković,"599,999","353,266",29,69,64,58,64,72,51,46,62,36
L. Díaz,"975,000","4,024,368",26,16,65,61,13,64,67,72,41,43
A. Chermiti,"725,000","1,125,470",31,37,81,61,41,56,71,66,55,66
F. N'Goma,"949,999","449,853",25,41,74,66,54,63,68,52,60,61
A. Fuchs,"1,199,999","215,984",22,52,67,69,60,70,53,63,53,42
M. Bostwick,"575,000","738,057",30,62,48,55,63,60,52,41,41,63
L. Wing,"1,100,000","416,168",23,48,69,68,52,67,60,58,59,50
M. Djetei,"924,999","852,583",24,66,68,63,64,82,33,54,35,33
S. Muroya,"824,999","1,102,857",24,63,70,64,60,60,59,47,69,33
M. Steinmann,"774,999","1,931,611",24,63,56,72,63,54,49,56,48,50
J. Correa,"824,999","179,156",26,20,69,53,21,84,64,54,27,50
J. Naismith,"750,000","736,965",24,63,63,60,59,75,56,56,64,29
K. Opseth,"675,000","132,494",29,12,56,59,16,72,64,65,59,70
K. Engel,"474,999","86,258",30,66,69,64,68,79,52,48,59,41
F. Ahmadzadeh,"774,999","227,819",26,23,74,62,24,49,61,58,61,43
P. Strand,"874,999","2,016,214",24,58,87,64,64,72,58,67,64,68
U. Bangura,"474,999","2,226,663",31,63,71,63,62,83,53,46,50,49
S. Ahannach,"949,999","2,707,899",23,40,72,62,28,45,60,57,63,60
K. Jóźwiak,"1,400,000","713,216",20,35,75,61,31,53,61,49,62,34
B. Straalman,"750,000","348,125",22,65,49,58,66,65,39,46,56,29
H. Çinemre,"774,999","539,626",25,59,65,61,62,74,25,29,27,28
C. Rivas,"924,999","147,676",24,19,72,60,29,54,59,73,68,59
Neto Borges,"774,999","386,374",22,61,70,64,62,60,66,46,64,30
D. Bakker,"700,000","19,072",24,64,69,67,64,87,56,56,58,60
L. Burliga,"474,999","498,489",30,63,72,62,70,71,63,59,62,44
E. Ibargüen,"774,999","262,168",27,17,65,59,19,68,63,49,61,21
J. Emmanuel,"824,999","2,659,832",21,63,71,64,62,65,53,47,63,28
M. Ajani,"824,999","139,541",25,54,67,61,49,53,63,57,64,47
K. Paal,"774,999","6,085,758",21,61,74,66,68,77,65,67,63,50
F. Lohkemper,"924,999","5,143,876",24,20,70,62,27,84,68,57,53,40
H. Taniguchi,"260,000","1,152,837",33,63,68,67,61,74,58,55,54,60
Valverde,"400,000","748,571",34,15,66,63,24,64,63,62,66,50
N. Maynard,"575,000","817,734",32,31,77,61,34,73,67,70,55,63
A. Witry,"725,000","1,235,704",22,65,68,57,65,64,44,61,63,62
S. Diaz,"824,999","213,686",23,49,62,70,70,70,43,46,51,41
Josimar Feijoo,"550,000","547,757",27,65,61,50,72,81,47,50,68,36
Y. Tafer,"675,000","548,792",28,25,72,64,47,62,65,70,65,67
D. Saddiki,"774,999","4,931,828",22,62,55,68,66,64,47,50,56,55
S. van den Berg,"1,100,000","1,717,069",17,59,52,66,66,66,48,34,37,26
M. Boyle,"800,000","6,959,968",25,37,71,61,13,73,61,44,55,30
T. Chong,"1,299,999","2,486,172",19,42,76,62,42,60,66,67,66,62
A. Murillo,"774,999","1,244,315",23,63,64,56,74,71,22,39,39,40
A. Jaakkola,"400,000","76,857",31,11,55,49,30,74,12,12,15,13
K. Larsen,"700,000","836,966",27,25,79,61,33,54,64,56,63,63
D. Acosta,"1,100,000","357,001",21,62,67,69,65,69,59,60,61,66
Y. Regäsel,"750,000","1,366,105",23,67,73,66,63,63,52,51,65,31
B. Alnwick,"400,000","156,017",32,11,53,12,17,63,9,13,13,13
G. Korte,"774,999","504,023",25,23,76,60,33,58,63,52,56,40
T. Teniste,"474,999","2,677,636",31,61,75,62,60,80,61,51,64,43
T. Andreu,"599,999","874,409",30,46,65,68,56,60,66,62,63,64
A. Martínez,"800,000","1,233,334",25,43,74,66,42,70,56,50,52,59
M. Kennedy,"874,999","1,895,282",24,50,71,60,47,75,53,67,66,44
F. El Mellali,"949,999","1,032,941",21,34,64,63,18,41,61,49,63,43
S. Moharrami,"725,000","523,972",23,61,73,59,66,59,33,29,61,27
S. Stolze,"874,999","1,775,598",24,22,78,63,19,67,63,57,56,39
R. Åhman Persson,"424,999","135,178",31,54,43,66,63,54,60,59,50,58
D. Cole,"900,000","725,929",23,15,78,58,23,70,64,49,31,30
J. Levi,"874,999","196,161",23,25,68,59,15,53,56,68,65,69
J. Laursen,"750,000","119,587",24,63,76,64,58,67,68,45,63,37
João Pedro,"800,000","1,331,287",25,62,74,68,65,73,59,50,54,40
S. Horvath,"874,999","1,589,654",22,50,90,62,52,82,56,61,63,51
K. Igboananike,"649,999","1,402,549",30,26,90,59,24,88,63,53,40,25
Tiago Marques,"625,000","484,196",31,19,67,41,13,68,76,31,28,31
F. Diarra,"774,999","1,969,216",27,25,81,58,41,72,62,59,55,61
G. Rodríguez,"675,000","6,476,171",28,27,67,64,15,37,67,40,60,38
L. Argudo,"900,000","237,346",23,52,75,67,58,62,64,66,62,64
M. Angha,"750,000","1,137,420",25,64,66,62,55,74,54,55,65,33
R. Clark,"149,999","259,968",36,63,63,70,62,74,63,55,49,48
F. Cosenza,"375,000","1,320,152",33,54,32,44,62,82,20,11,25,23
F. Del Sole,"999,999","170,241",21,14,70,68,47,47,61,68,64,66
A. Dembélé,"599,999","189,363",31,57,91,67,68,68,53,53,54,51
M. Solís,"149,999","90,362",35,12,29,27,6,62,8,14,10,11
D. Barinov,"924,999","487,448",22,66,62,68,67,60,59,41,44,49
J. Tverskov,"725,000","47,744,601",25,68,57,67,59,70,35,38,36,33
D. Balanta,"750,000","737,810",25,72,45,58,67,66,38,26,54,26
M. Lampson,"550,000","398,279",29,14,39,33,27,60,20,13,18,17
L. Isgrove,"774,999","393,508",26,16,79,59,24,75,60,53,62,43
C. Forrester,"800,000","773,142",26,63,70,66,63,69,60,60,59,55
O. Kiteishvili,"1,100,000","161,172",22,40,64,66,33,77,67,50,56,44
F. Proia,"924,999","3,106,090",23,62,64,69,64,65,58,57,62,55
A. Pinamonti,"1,400,000","42,294",19,19,64,53,16,65,66,43,40,43
Ham Seok Min,"625,000","256,879",25,13,70,26,18,55,11,16,18,12
B. Valette,"524,999","283,509",26,15,33,27,21,58,16,9,12,19
J. Bøge,"499,999","465,052",29,66,65,60,63,64,53,37,66,25
I. Erquiaga,"900,000","7,605,113",20,64,72,65,59,65,67,38,62,32
D. Cappelletti,"625,000","1,265,311",27,64,68,60,65,69,45,41,55,44
T. Wada,"524,999","6,760,557",28,62,70,70,64,74,42,29,76,43
F. Perucchini,"575,000","75,736",27,14,34,28,23,69,13,11,18,11
K. Arkivuo,"139,999","89,113",35,64,79,59,67,83,49,62,69,56
A. Bernal,"474,999","181,950",30,60,58,66,58,52,59,54,53,57
S. Miangue,"824,999","572,381",22,68,54,65,60,65,47,61,65,43
A. Jacobsen,"675,000","238,378",29,22,77,65,33,78,61,53,24,50
Alfred,"900,000","601,549",23,42,61,66,30,51,60,70,64,55
R. Boguski,"324,999","771,574",34,26,80,65,46,55,75,57,55,59
J. Asoro,"1,400,000","235,013",19,20,75,60,18,56,62,51,41,39
C. Depres,"849,999","2,246,142",24,22,40,63,14,72,64,45,42,50
M. Konczkowski,"675,000","744,151",25,62,70,65,59,75,58,64,69,32
T. Hadebe,"900,000","254,107",23,70,48,38,53,76,30,36,33,31
G. Lloris,"750,000","135,290",23,68,50,64,64,67,34,36,44,28
J. Meekings,"675,000","2,278,489",26,63,61,53,61,82,29,25,25,25
S. Braken,"849,999","266,942",25,22,70,62,22,66,61,46,33,39
Bruno Leite,"975,000","872,920",23,62,74,67,66,48,57,62,54,43
D. Widgren,"700,000","1,212,530",24,59,71,68,63,71,46,66,68,52
N. Bärkroth,"700,000","794,523",27,38,84,63,25,78,60,66,65,64
M. Kobras,"375,000","916,044",32,18,40,23,29,66,13,9,10,10
N. Madonna,"424,999","6,402,738",32,65,72,59,65,50,50,69,69,61
T. Černý,"324,999","5,430,515",33,17,63,35,24,74,16,17,23,11
L. Martinelli,"499,999","5,715,717",30,64,57,40,65,86,17,23,26,23
J. Jones,"424,999","1,062,941",30,13,48,32,12,45,7,12,13,18
J. Balkovec,"750,000","389,001",24,64,55,62,61,58,56,74,72,79
P. Herrmann,"474,999","1,713,505",30,75,65,57,67,77,28,59,60,28
Renato,"725,000","3,005,665",26,68,65,65,68,70,60,53,66,48
S. Moyano,"550,000","2,252,558",28,15,36,24,27,59,14,20,19,19
L. Königshofer,"424,999","1,641,682",29,12,53,19,21,67,14,14,15,10
Juan Rodríguez,"750,000","102,243",23,65,56,59,64,80,21,22,41,29
D. Martin,"375,000","332,164",33,12,59,33,15,60,13,13,18,19
Mateus Anderson,"824,999","2,232,497",25,27,68,67,29,37,67,62,68,41
Tiago Castro,"874,999","905,974",23,45,69,72,38,54,57,72,70,67
A. Plizzari,"1,100,000","4,735,469",18,13,57,36,13,63,6,15,13,19
D. Gissi,"649,999","807,282",27,61,59,62,65,58,50,51,63,61
J. Bogle,"1,100,000","913,722",18,62,72,67,64,58,64,51,52,35
F. Ortega,"1,199,999","738,575",19,61,75,65,59,60,58,51,66,47
L. Bergsma,"874,999","4,318,325",22,60,63,65,61,78,36,33,34,29
Emílio Trevões,"625,000","288,694",31,22,78,61,23,47,61,41,51,43
M. Migliorini,"649,999","681,851",27,65,34,37,64,72,25,34,18,31
H. Jele,"424,999","713,724",32,73,63,62,64,58,60,63,60,43
H. Alpsoy,"975,000","759,840",22,56,63,72,65,55,51,36,45,40
M. Halsti,"200,000","120,874",34,64,30,66,65,73,48,50,54,59
S. Bidaoui,"649,999","10,589,270",28,24,84,61,30,47,62,62,56,56
N. Ravaglia,"499,999","1,011,214",30,10,39,35,14,33,6,11,14,16
T. Szántó,"949,999","2,375,290",23,62,72,64,64,71,59,53,59,62
Danilo Sacrio,"700,000","186,209",27,26,86,52,25,75,57,43,43,46
Higinio,"849,999","282,069",25,31,63,65,26,67,64,46,49,40
J. Rafferty,"700,000","73,185",25,71,64,59,57,71,62,63,67,55
N. Bakker,"675,000","69,530",26,65,45,63,63,75,22,35,51,29
P. Becker,"800,000","887,952",25,21,77,66,48,82,60,68,65,69
F. Holthaus,"750,000","1,758,082",24,64,68,67,59,75,39,38,64,35
K. Sadlier,"874,999","614,842",24,34,73,63,44,63,61,66,62,68
S. Guri,"824,999","307,530",25,17,58,61,43,62,65,67,46,77
M. Lieder,"675,000","827,584",28,14,73,59,18,67,69,40,42,42
I. Openda,"1,299,999","1,272,216",19,15,65,63,16,54,66,44,32,30
G. Rojas,"999,999","589,826",21,64,78,60,63,64,62,56,66,51
N. Molina,"900,000","318,762",20,58,72,64,70,76,56,52,65,32
S. Adekugbe,"750,000","3,101,147",24,59,74,65,60,82,54,49,60,23
M. Gouaida,"774,999","4,492,959",25,36,79,64,24,69,62,53,65,41
D. Bachmann,"700,000","347,877",24,11,40,37,26,57,13,18,14,20
Z. Alomerović,"550,000","801,132",27,11,39,31,12,65,8,16,16,12
A. Tembeng,"675,000","2,846,057",27,65,47,63,66,62,39,41,41,39
D. Zeefuik,"824,999","1,961,083",20,65,72,64,63,90,56,43,60,39
C. Kerr,"725,000","485,501",23,65,75,60,56,55,53,31,61,30
R. Yates,"1,199,999","908,132",21,64,68,69,66,68,60,43,47,34
C. Aneke,"874,999","54,594",25,51,52,66,53,87,66,58,61,59
K. Koizumi,"750,000","184,023",23,64,64,63,62,73,49,32,57,38
J. Wilson,"924,999","2,818,340",23,24,69,59,24,58,65,68,53,42
N. Manfredini,"424,999","578,800",30,16,37,25,27,51,14,12,18,13
K. Mayi,"824,999","156,855",26,14,79,59,18,62,64,43,61,40
M. Laínez,"874,999","210,094",22,53,77,65,62,60,57,57,61,43
M. Ballmert,"675,000","2,163,659",25,64,82,63,65,91,32,31,49,28
F. Brillant,"260,000","1,824,169",33,65,45,64,66,69,39,23,32,35
S. Diarra,"874,999","690,656",24,65,75,66,67,76,58,56,58,39
Raphael Doninho,"599,999","235,124",31,40,80,64,54,67,60,58,67,60
Li Lei,"625,000","645,238",26,65,65,63,62,67,62,51,62,47
K. Conboy,"474,999","229,144",31,64,69,62,63,75,56,65,67,62
O. Bouy,"750,000","12,269,208",25,64,61,65,65,57,60,63,65,61
S. Mantom,"750,000","1,334,830",27,56,66,67,59,64,58,63,56,62
C. Cercado,"499,999","1,403,511",29,65,54,65,62,66,33,34,58,46
G. Nijholt,"524,999","356,941",29,59,64,68,63,78,54,69,59,69
A. El-Abd,"260,000","4,688,565",34,63,49,51,61,82,25,34,39,26
E. Babayan,"874,999","1,551,752",23,42,75,63,52,57,67,57,60,50
Kim Yong Dae,"39,999","117,577",39,14,52,36,23,67,12,10,13,12
Trujillo,"474,999","3,686,107",31,61,64,58,64,80,37,38,34,40
T. Adarabioyo,"924,999","1,319,345",21,64,58,60,63,70,28,26,38,22
M. Heylen,"700,000","2,235,845",25,66,53,63,62,51,48,32,46,35
L. Caballero,"675,000","7,117,050",28,44,50,59,32,61,70,41,51,53
J. Tamm,"675,000","2,041,917",27,56,35,48,69,56,47,54,31,49
J. Bothroyd,"230,000","350,251",36,22,37,65,19,55,64,61,61,69
S. Gryn,"874,999","671,289",24,29,78,64,36,75,58,63,51,57
M. Thiede,"625,000","423,083",26,65,77,65,59,59,51,61,64,49
Zhang Lu,"424,999","2,826,512",31,24,56,13,13,61,13,12,15,15
R. Lundqvist,"999,999","903,233",21,30,71,62,31,61,61,63,53,54
A. Maisonnial,"999,999","620,808",20,20,32,24,19,58,19,19,15,16
M. Jankowski,"649,999","3,426,577",29,33,76,63,49,84,68,49,50,57
S. Camille,"350,000","768,450",33,64,85,65,61,86,54,51,59,43
J. Norwood,"675,000","74,459",28,16,68,64,44,76,68,41,61,60
Lucas,"924,999","668,913",22,66,61,53,65,69,28,29,28,35
P. Konate,"725,000","1,248,895",24,71,76,64,64,73,48,53,64,42
K. Ilsø,"575,000","410,346",32,32,75,66,23,69,65,68,52,64
K. Yonekura,"474,999","171,643",30,65,67,67,72,71,46,30,68,33
A. Taylor,"424,999","1,411,574",32,70,61,66,62,71,48,54,67,41
C. Tanner,"824,999","109,321",24,24,85,62,37,61,58,66,62,68
G. Roberts,"324,999","595,749",34,30,67,67,33,45,66,70,68,69
M. Rossmann,"824,999","3,547,853",23,66,46,42,58,35,28,26,25,23
L. Saldaña,"499,999","3,267,683",29,63,73,58,64,80,52,66,66,70
J. Karacan,"625,000","1,073,585",30,64,73,68,65,79,60,54,60,48
Alex Sola,"1,199,999","399,333",19,65,55,65,64,60,64,56,65,31
U. Cardona,"999,999","111,736",20,44,72,64,27,64,59,64,62,61
J. Segura,"1,100,000","514,425",22,64,46,49,61,68,37,32,25,24
J. Vela,"800,000","2,512,920",26,24,71,64,18,73,65,66,69,64
S. Scherder,"649,999","533,272",25,66,37,61,63,62,28,26,27,27
E. Ómarsson,"849,999","7,868,409",24,24,75,58,24,67,67,45,56,32
A. Brunst,"750,000","17,055,202",23,13,26,23,13,57,9,16,13,15
J. Abarca,"499,999","297,381",30,63,61,51,68,71,24,31,68,29
B. Kessel,"474,999","35,639",31,66,54,63,64,57,56,50,61,48
H. Ibusuki,"675,000","1,265,597",28,17,30,57,13,32,60,47,44,38
J. Ojala,"575,000","836,929",29,54,49,58,65,28,40,25,41,23
F. Götze,"1,100,000","144,654",21,69,68,65,59,63,28,30,36,28
R. Guitane,"1,400,000","111,208",19,33,81,65,26,56,55,65,59,52
C. Itten,"1,100,000","1,165,505",22,34,58,61,29,67,66,38,64,34
J. Drolè,"1,199,999","810,775",21,29,89,54,30,60,60,44,62,40
J. Espericueta,"874,999","1,338,047",24,41,70,73,45,66,64,75,73,70
H. El Mokeddem,"999,999","371,134",20,44,66,59,35,51,61,56,61,60
Iñigo Muñoz,"1,199,999","425,582",22,32,90,60,35,61,57,64,63,44
P. Kurzweg,"700,000","960,650",25,66,80,67,53,80,54,71,72,49
Li Ang,"725,000","5,154,401",25,61,55,61,61,75,52,72,53,78
Jou Silva,"575,000","2,573,349",31,29,63,61,26,61,65,61,58,63
O. Bozanic,"625,000","3,016,405",30,45,76,67,65,62,67,66,64,66
