Play_Id,Ls,St,Rs,Lw,Lf,Cf,Rf,Rw,Lam,Cam,Ram,Lm,Lcm,Cm,Rcm,Rm,Lwb,Ldm,Cdm,Rdm,Rwb,Lb,Lcb,Cb,Rcb,Rb,Original_Position
198195,62+2,62+2,62+2,54+2,56+2,56+2,56+2,54+2,52+2,52+2,52+2,53+2,47+2,47+2,47+2,53+2,44+2,43+2,43+2,43+2,44+2,44+2,46+2,46+2,46+2,44+2,ST
245810,44+2,44+2,44+2,44+2,44+2,44+2,44+2,44+2,47+2,47+2,47+2,48+2,52+2,52+2,52+2,48+2,55+2,59+2,59+2,59+2,55+2,57+2,61+2,61+2,61+2,57+2,CB
225330,56+2,56+2,56+2,62+2,60+2,60+2,60+2,62+2,62+2,62+2,62+2,61+2,57+2,57+2,57+2,61+2,50+2,47+2,47+2,47+2,50+2,47+2,39+2,39+2,39+2,47+2,"RW,ST,LW,CF"
217650,57+2,57+2,57+2,62+2,61+2,61+2,61+2,62+2,64+2,64+2,64+2,62+2,61+2,61+2,61+2,62+2,50+2,51+2,51+2,51+2,50+2,46+2,43+2,43+2,43+2,46+2,"RM,CAM"
193073,41+2,41+2,41+2,38+2,39+2,39+2,39+2,38+2,40+2,40+2,40+2,41+2,45+2,45+2,45+2,41+2,50+2,55+2,55+2,55+2,50+2,53+2,62+2,62+2,62+2,53+2,CB
237361,60+2,60+2,60+2,62+2,61+2,61+2,61+2,62+2,61+2,61+2,61+2,62+2,58+2,58+2,58+2,62+2,54+2,53+2,53+2,53+2,54+2,52+2,49+2,49+2,49+2,52+2,"LM,LW"
221489,59+2,59+2,59+2,63+2,61+2,61+2,61+2,63+2,60+2,60+2,60+2,62+2,53+2,53+2,53+2,62+2,47+2,40+2,40+2,40+2,47+2,43+2,33+2,33+2,33+2,43+2,LW
202801,45+2,45+2,45+2,45+2,44+2,44+2,44+2,45+2,44+2,44+2,44+2,47+2,48+2,48+2,48+2,47+2,57+2,58+2,58+2,58+2,57+2,59+2,61+2,61+2,61+2,59+2,CB
227632,59+2,59+2,59+2,57+2,59+2,59+2,59+2,57+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,59+2,61+2,62+2,62+2,62+2,61+2,61+2,61+2,61+2,61+2,61+2,"CDM,CM,CB,ST"
247343,61+2,61+2,61+2,62+2,61+2,61+2,61+2,62+2,59+2,59+2,59+2,60+2,52+2,52+2,52+2,60+2,49+2,44+2,44+2,44+2,49+2,48+2,44+2,44+2,44+2,48+2,"ST,LW,RW"
215855,53+2,53+2,53+2,57+2,54+2,54+2,54+2,57+2,56+2,56+2,56+2,59+2,56+2,56+2,56+2,59+2,61+2,59+2,59+2,59+2,61+2,61+2,60+2,60+2,60+2,61+2,LB
192046,56+2,56+2,56+2,62+2,59+2,59+2,59+2,62+2,60+2,60+2,60+2,63+2,58+2,58+2,58+2,63+2,62+2,57+2,57+2,57+2,62+2,62+2,56+2,56+2,56+2,62+2,"RB,RWB"
245550,62+2,62+2,62+2,55+2,58+2,58+2,58+2,55+2,55+2,55+2,55+2,53+2,50+2,50+2,50+2,53+2,42+2,42+2,42+2,42+2,42+2,41+2,44+2,44+2,44+2,41+2,ST
236846,56+2,56+2,56+2,61+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,61+2,59+2,59+2,59+2,61+2,53+2,52+2,52+2,52+2,53+2,52+2,47+2,47+2,47+2,52+2,RM
235054,48+2,48+2,48+2,55+2,51+2,51+2,51+2,55+2,53+2,53+2,53+2,57+2,53+2,53+2,53+2,57+2,62+2,58+2,58+2,58+2,62+2,61+2,60+2,60+2,60+2,61+2,LB
222510,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
212782,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,61+2,61+2,62+2,62+2,62+2,61+2,CM
204334,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
240941,62+2,62+2,62+2,61+2,62+2,62+2,62+2,61+2,60+2,60+2,60+2,59+2,52+2,52+2,52+2,59+2,43+2,40+2,40+2,40+2,43+2,41+2,36+2,36+2,36+2,41+2,"ST,LW"
239405,59+2,59+2,59+2,61+2,61+2,61+2,61+2,61+2,63+2,63+2,63+2,61+2,61+2,61+2,61+2,61+2,57+2,57+2,57+2,57+2,57+2,56+2,53+2,53+2,53+2,56+2,"CM,CAM"
219949,47+2,47+2,47+2,52+2,49+2,49+2,49+2,52+2,49+2,49+2,49+2,52+2,49+2,49+2,49+2,52+2,60+2,56+2,56+2,56+2,60+2,61+2,61+2,61+2,61+2,61+2,LB
204845,60+2,60+2,60+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,63+2,62+2,62+2,62+2,63+2,60+2,57+2,57+2,57+2,60+2,59+2,53+2,53+2,53+2,59+2,CM
241708,43+2,43+2,43+2,43+2,42+2,42+2,42+2,43+2,43+2,43+2,43+2,46+2,47+2,47+2,47+2,46+2,56+2,56+2,56+2,56+2,56+2,57+2,61+2,61+2,61+2,57+2,CB
240172,56+2,56+2,56+2,61+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,57+2,58+2,58+2,58+2,57+2,55+2,50+2,50+2,50+2,55+2,"CM,CAM"
236588,57+2,57+2,57+2,59+2,58+2,58+2,58+2,59+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,61+2,62+2,62+2,62+2,61+2,61+2,62+2,62+2,62+2,61+2,"RB,CDM"
224556,46+2,46+2,46+2,52+2,48+2,48+2,48+2,52+2,50+2,50+2,50+2,56+2,53+2,53+2,53+2,56+2,62+2,59+2,59+2,59+2,62+2,62+2,60+2,60+2,60+2,62+2,"LB,LM"
212012,54+2,54+2,54+2,62+2,58+2,58+2,58+2,62+2,60+2,60+2,60+2,61+2,54+2,54+2,54+2,61+2,50+2,44+2,44+2,44+2,50+2,47+2,38+2,38+2,38+2,47+2,"LM,RM"
208684,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
238379,53+2,53+2,53+2,60+2,59+2,59+2,59+2,60+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,62+2,56+2,56+2,56+2,56+2,56+2,54+2,50+2,50+2,50+2,54+2,CM
236587,46+2,46+2,46+2,52+2,50+2,50+2,50+2,52+2,52+2,52+2,52+2,54+2,54+2,54+2,54+2,54+2,61+2,60+2,60+2,60+2,61+2,62+2,61+2,61+2,61+2,62+2,"LB,CB,CDM"
235563,57+2,57+2,57+2,62+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,62+2,55+2,55+2,55+2,62+2,48+2,44+2,44+2,44+2,48+2,45+2,38+2,38+2,38+2,45+2,"RM,LM"
214571,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
202795,50+2,50+2,50+2,54+2,51+2,51+2,51+2,54+2,52+2,52+2,52+2,56+2,53+2,53+2,53+2,56+2,61+2,58+2,58+2,58+2,61+2,62+2,60+2,60+2,60+2,62+2,"LB,CB"
244010,54+2,54+2,54+2,59+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,59+2,61+2,61+2,61+2,59+2,55+2,57+2,57+2,57+2,55+2,54+2,51+2,51+2,51+2,54+2,"CM,CDM"
239402,43+2,43+2,43+2,39+2,40+2,40+2,40+2,39+2,40+2,40+2,40+2,41+2,46+2,46+2,46+2,41+2,52+2,56+2,56+2,56+2,52+2,54+2,62+2,62+2,62+2,54+2,CB
233514,47+2,47+2,47+2,49+2,46+2,46+2,46+2,49+2,48+2,48+2,48+2,52+2,51+2,51+2,51+2,52+2,61+2,60+2,60+2,60+2,61+2,62+2,63+2,63+2,63+2,62+2,"LB,CB,LM"
223018,44+2,44+2,44+2,49+2,47+2,47+2,47+2,49+2,48+2,48+2,48+2,53+2,52+2,52+2,52+2,53+2,62+2,59+2,59+2,59+2,62+2,62+2,61+2,61+2,61+2,62+2,RB
216106,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
197930,61+2,61+2,61+2,62+2,61+2,61+2,61+2,62+2,60+2,60+2,60+2,62+2,55+2,55+2,55+2,62+2,51+2,46+2,46+2,46+2,51+2,50+2,44+2,44+2,44+2,50+2,ST
239145,57+2,57+2,57+2,58+2,59+2,59+2,59+2,58+2,60+2,60+2,60+2,59+2,62+2,62+2,62+2,59+2,60+2,61+2,61+2,61+2,60+2,60+2,59+2,59+2,59+2,60+2,"CDM,CM"
231465,48+2,48+2,48+2,54+2,51+2,51+2,51+2,54+2,52+2,52+2,52+2,56+2,52+2,52+2,52+2,56+2,61+2,57+2,57+2,57+2,61+2,62+2,58+2,58+2,58+2,62+2,RB
231720,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
227880,48+2,48+2,48+2,49+2,49+2,49+2,49+2,49+2,50+2,50+2,50+2,51+2,53+2,53+2,53+2,51+2,58+2,59+2,59+2,59+2,58+2,58+2,62+2,62+2,62+2,58+2,"CB,LWB"
238631,62+2,62+2,62+2,61+2,63+2,63+2,63+2,61+2,62+2,62+2,62+2,60+2,55+2,55+2,55+2,60+2,44+2,42+2,42+2,42+2,44+2,42+2,36+2,36+2,36+2,42+2,"ST,RW"
229412,39+2,39+2,39+2,37+2,39+2,39+2,39+2,37+2,40+2,40+2,40+2,41+2,46+2,46+2,46+2,41+2,53+2,57+2,57+2,57+2,53+2,55+2,61+2,61+2,61+2,55+2,CB
227876,62+2,62+2,62+2,54+2,57+2,57+2,57+2,54+2,53+2,53+2,53+2,53+2,48+2,48+2,48+2,53+2,42+2,40+2,40+2,40+2,42+2,41+2,40+2,40+2,40+2,41+2,ST
198692,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,61+2,61+2,61+2,61+2,61+2,56+2,56+2,56+2,56+2,56+2,54+2,52+2,52+2,52+2,54+2,"CM,RM"
198436,62+2,62+2,62+2,59+2,60+2,60+2,60+2,59+2,58+2,58+2,58+2,59+2,55+2,55+2,55+2,59+2,51+2,51+2,51+2,51+2,51+2,49+2,48+2,48+2,48+2,49+2,ST
237091,59+2,59+2,59+2,67+2,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,57+2,55+2,55+2,55+2,57+2,54+2,48+2,48+2,48+2,54+2,"CM,CAM"
171555,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
11811,57+2,57+2,57+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,60+2,62+2,62+2,62+2,60+2,62+2,63+2,63+2,63+2,62+2,62+2,62+2,62+2,62+2,62+2,CM
205091,60+2,60+2,60+2,59+2,59+2,59+2,59+2,59+2,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,61+2,"RB,CM"
246306,57+2,57+2,57+2,61+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,61+2,56+2,56+2,56+2,61+2,48+2,44+2,44+2,44+2,48+2,45+2,36+2,36+2,36+2,45+2,"LM,LW,RM,RW"
244514,49+2,49+2,49+2,51+2,52+2,52+2,52+2,51+2,54+2,54+2,54+2,54+2,58+2,58+2,58+2,54+2,58+2,62+2,62+2,62+2,58+2,59+2,59+2,59+2,59+2,59+2,"CDM,CAM"
243746,58+2,58+2,58+2,63+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,62+2,58+2,58+2,58+2,62+2,51+2,48+2,48+2,48+2,51+2,47+2,40+2,40+2,40+2,47+2,CAM
242466,39+2,39+2,39+2,36+2,36+2,36+2,36+2,36+2,36+2,36+2,36+2,38+2,41+2,41+2,41+2,38+2,52+2,54+2,54+2,54+2,52+2,55+2,62+2,62+2,62+2,55+2,CB
229666,42+2,42+2,42+2,39+2,40+2,40+2,40+2,39+2,41+2,41+2,41+2,42+2,49+2,49+2,49+2,42+2,54+2,59+2,59+2,59+2,54+2,56+2,61+2,61+2,61+2,56+2,CB
202786,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
104737,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
247328,56+2,56+2,56+2,59+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,60+2,62+2,62+2,62+2,60+2,57+2,59+2,59+2,59+2,57+2,56+2,55+2,55+2,55+2,56+2,CM
246816,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,61+2,55+2,55+2,55+2,61+2,45+2,41+2,41+2,41+2,45+2,43+2,36+2,36+2,36+2,43+2,"RW,CM,CAM"
156704,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,59+2,59+2,59+2,59+2,59+2,57+2,55+2,55+2,55+2,57+2,RM
213280,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,59+2,59+2,59+2,62+2,52+2,52+2,52+2,62+2,52+2,45+2,45+2,45+2,52+2,50+2,42+2,42+2,42+2,50+2,LM
202528,57+2,57+2,57+2,59+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,61+2,63+2,63+2,63+2,61+2,62+2,64+2,64+2,64+2,62+2,61+2,61+2,61+2,61+2,61+2,"LB,CM"
182047,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
207903,57+2,57+2,57+2,59+2,58+2,58+2,58+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,LB
185118,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
179742,62+2,62+2,62+2,56+2,58+2,58+2,58+2,56+2,54+2,54+2,54+2,55+2,48+2,48+2,48+2,55+2,44+2,41+2,41+2,41+2,44+2,42+2,41+2,41+2,41+2,42+2,ST
243742,41+2,41+2,41+2,40+2,39+2,39+2,39+2,40+2,39+2,39+2,39+2,43+2,43+2,43+2,43+2,43+2,53+2,54+2,54+2,54+2,53+2,56+2,62+2,62+2,62+2,56+2,CB
239134,46+2,46+2,46+2,50+2,47+2,47+2,47+2,50+2,48+2,48+2,48+2,53+2,50+2,50+2,50+2,53+2,61+2,59+2,59+2,59+2,61+2,62+2,64+2,64+2,64+2,62+2,"RWB,RB"
181021,43+2,43+2,43+2,33+2,37+2,37+2,37+2,33+2,35+2,35+2,35+2,35+2,41+2,41+2,41+2,35+2,46+2,54+2,54+2,54+2,46+2,49+2,62+2,62+2,62+2,49+2,CB
239901,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,59+2,59+2,59+2,61+2,55+2,54+2,54+2,54+2,55+2,54+2,52+2,52+2,52+2,54+2,"ST,CAM"
245532,61+2,61+2,61+2,52+2,56+2,56+2,56+2,52+2,52+2,52+2,52+2,50+2,47+2,47+2,47+2,50+2,35+2,36+2,36+2,36+2,35+2,34+2,37+2,37+2,37+2,34+2,ST
177692,60+2,60+2,60+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,62+2,62+2,62+2,65+2,61+2,58+2,58+2,58+2,61+2,58+2,54+2,54+2,54+2,58+2,"CM,CDM"
242204,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,63+2,62+2,62+2,62+2,63+2,62+2,60+2,60+2,60+2,62+2,CM
240156,57+2,57+2,57+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,61+2,55+2,55+2,55+2,61+2,51+2,47+2,47+2,47+2,51+2,48+2,41+2,41+2,41+2,48+2,"RM,LM"
222236,60+2,60+2,60+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,61+2,62+2,61+2,61+2,61+2,62+2,62+2,63+2,63+2,63+2,62+2,LB
208668,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,60+2,60+2,60+2,61+2,53+2,53+2,53+2,61+2,45+2,41+2,41+2,41+2,45+2,42+2,37+2,37+2,37+2,42+2,"LW,ST"
203292,53+2,53+2,53+2,57+2,55+2,55+2,55+2,57+2,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,62+2,61+2,61+2,61+2,62+2,62+2,59+2,59+2,59+2,62+2,"RB,LB,CM"
243739,56+2,56+2,56+2,59+2,56+2,56+2,56+2,59+2,56+2,56+2,56+2,60+2,56+2,56+2,56+2,60+2,62+2,58+2,58+2,58+2,62+2,61+2,57+2,57+2,57+2,61+2,LB
239899,58+2,58+2,58+2,63+2,62+2,62+2,62+2,63+2,61+2,61+2,61+2,62+2,54+2,54+2,54+2,62+2,49+2,43+2,43+2,43+2,49+2,46+2,36+2,36+2,36+2,46+2,"LM,CAM,RM"
236315,44+2,44+2,44+2,44+2,44+2,44+2,44+2,44+2,46+2,46+2,46+2,48+2,50+2,50+2,50+2,48+2,56+2,59+2,59+2,59+2,56+2,57+2,62+2,62+2,62+2,57+2,"CB,CDM"
230171,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
207899,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
203034,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
245785,45+2,45+2,45+2,44+2,43+2,43+2,43+2,44+2,45+2,45+2,45+2,47+2,49+2,49+2,49+2,47+2,56+2,58+2,58+2,58+2,56+2,58+2,62+2,62+2,62+2,58+2,CB
240665,45+2,45+2,45+2,47+2,47+2,47+2,47+2,47+2,49+2,49+2,49+2,49+2,52+2,52+2,52+2,49+2,55+2,60+2,60+2,60+2,55+2,56+2,62+2,62+2,62+2,56+2,CB
242707,40+2,40+2,40+2,36+2,37+2,37+2,37+2,36+2,38+2,38+2,38+2,40+2,45+2,45+2,45+2,40+2,52+2,57+2,57+2,57+2,52+2,55+2,61+2,61+2,61+2,55+2,CB
232467,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,61+2,62+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,62+2,"CM,CDM"
187154,36+2,36+2,36+2,33+2,33+2,33+2,33+2,33+2,34+2,34+2,34+2,35+2,38+2,38+2,38+2,35+2,49+2,51+2,51+2,51+2,49+2,53+2,62+2,62+2,62+2,53+2,CB
182802,59+2,59+2,59+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,64+2,62+2,62+2,62+2,64+2,55+2,55+2,55+2,55+2,55+2,51+2,46+2,46+2,46+2,51+2,"CM,CAM,CDM"
181010,56+2,56+2,56+2,53+2,55+2,55+2,55+2,53+2,55+2,55+2,55+2,56+2,60+2,60+2,60+2,56+2,62+2,65+2,65+2,65+2,62+2,62+2,66+2,66+2,66+2,62+2,"LB,CDM,CB"
215570,47+2,47+2,47+2,47+2,47+2,47+2,47+2,47+2,49+2,49+2,49+2,50+2,54+2,54+2,54+2,50+2,57+2,61+2,61+2,61+2,57+2,59+2,64+2,64+2,64+2,59+2,"CDM,CB"
199442,59+2,59+2,59+2,60+2,61+2,61+2,61+2,60+2,62+2,62+2,62+2,60+2,61+2,61+2,61+2,60+2,56+2,58+2,58+2,58+2,56+2,56+2,55+2,55+2,55+2,56+2,"CM,CDM"
238097,61+2,61+2,61+2,59+2,60+2,60+2,60+2,59+2,57+2,57+2,57+2,57+2,49+2,49+2,49+2,57+2,41+2,37+2,37+2,37+2,41+2,39+2,35+2,35+2,35+2,39+2,"ST,RW"
237329,56+2,56+2,56+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,58+2,59+2,59+2,59+2,58+2,57+2,55+2,55+2,55+2,57+2,CM
169489,56+2,56+2,56+2,57+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,58+2,62+2,62+2,62+2,58+2,56+2,59+2,59+2,59+2,56+2,55+2,55+2,55+2,55+2,55+2,"CM,CDM"
232465,48+2,48+2,48+2,55+2,53+2,53+2,53+2,55+2,57+2,57+2,57+2,58+2,62+2,62+2,62+2,58+2,65+2,66+2,66+2,66+2,65+2,64+2,62+2,62+2,62+2,64+2,"CM,CDM"
228625,44+2,44+2,44+2,45+2,45+2,45+2,45+2,45+2,47+2,47+2,47+2,48+2,51+2,51+2,51+2,48+2,56+2,58+2,58+2,58+2,56+2,58+2,62+2,62+2,62+2,58+2,"CB,CDM,RB"
227857,56+2,56+2,56+2,63+2,61+2,61+2,61+2,63+2,61+2,61+2,61+2,62+2,55+2,55+2,55+2,62+2,47+2,41+2,41+2,41+2,47+2,43+2,34+2,34+2,34+2,43+2,"LM,RM"
234000,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
225808,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,59+2,59+2,59+2,59+2,59+2,57+2,54+2,54+2,54+2,57+2,CM
177679,54+2,54+2,54+2,58+2,56+2,56+2,56+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,62+2,61+2,61+2,61+2,62+2,62+2,60+2,60+2,60+2,62+2,"LB,LWB,LM"
233743,59+2,59+2,59+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,62+2,57+2,57+2,57+2,62+2,50+2,48+2,48+2,48+2,50+2,48+2,43+2,43+2,43+2,48+2,"LM,RM,CAM"
209935,40+2,40+2,40+2,36+2,36+2,36+2,36+2,36+2,35+2,35+2,35+2,38+2,38+2,38+2,38+2,38+2,50+2,51+2,51+2,51+2,50+2,53+2,61+2,61+2,61+2,53+2,CB
237582,51+2,51+2,51+2,58+2,55+2,55+2,55+2,58+2,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,63+2,60+2,60+2,60+2,63+2,62+2,57+2,57+2,57+2,62+2,LM
214030,53+2,53+2,53+2,54+2,56+2,56+2,56+2,54+2,57+2,57+2,57+2,57+2,61+2,61+2,61+2,57+2,61+2,65+2,65+2,65+2,61+2,61+2,63+2,63+2,63+2,61+2,"CM,CDM"
212750,62+2,62+2,62+2,60+2,60+2,60+2,60+2,60+2,58+2,58+2,58+2,59+2,53+2,53+2,53+2,59+2,48+2,46+2,46+2,46+2,48+2,47+2,44+2,44+2,44+2,47+2,"ST,RM"
200718,42+2,42+2,42+2,37+2,39+2,39+2,39+2,37+2,40+2,40+2,40+2,39+2,47+2,47+2,47+2,39+2,48+2,57+2,57+2,57+2,48+2,50+2,61+2,61+2,61+2,50+2,CB
186637,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,57+2,57+2,57+2,59+2,58+2,58+2,58+2,59+2,62+2,60+2,60+2,60+2,62+2,62+2,61+2,61+2,61+2,62+2,"RB,RM"
232461,49+2,49+2,49+2,52+2,52+2,52+2,52+2,52+2,55+2,55+2,55+2,55+2,59+2,59+2,59+2,55+2,60+2,63+2,63+2,63+2,60+2,60+2,61+2,61+2,61+2,60+2,"CB,CDM,CM"
224525,58+2,58+2,58+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,61+2,55+2,55+2,55+2,61+2,50+2,46+2,46+2,46+2,50+2,48+2,41+2,41+2,41+2,48+2,"LM,ST,RM,CAM"
199181,54+2,54+2,54+2,54+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,56+2,57+2,57+2,57+2,56+2,61+2,62+2,62+2,62+2,61+2,60+2,62+2,62+2,62+2,60+2,"CB,RB,LB"
173836,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,62+2,56+2,56+2,56+2,62+2,49+2,45+2,45+2,45+2,49+2,47+2,40+2,40+2,40+2,47+2,"ST,RM,LM,CAM"
220684,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,59+2,59+2,59+2,61+2,60+2,58+2,58+2,58+2,60+2,60+2,57+2,57+2,57+2,60+2,"LM,CM"
215052,48+2,48+2,48+2,51+2,49+2,49+2,49+2,51+2,50+2,50+2,50+2,53+2,52+2,52+2,52+2,53+2,60+2,58+2,58+2,58+2,60+2,61+2,61+2,61+2,61+2,61+2,LB
228363,46+2,46+2,46+2,43+2,45+2,45+2,45+2,43+2,45+2,45+2,45+2,45+2,47+2,47+2,47+2,45+2,52+2,56+2,56+2,56+2,52+2,55+2,61+2,61+2,61+2,55+2,CB
220682,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,61+2,61+2,61+2,61+2,52+2,52+2,52+2,61+2,44+2,39+2,39+2,39+2,44+2,41+2,35+2,35+2,35+2,41+2,ST
225545,59+2,59+2,59+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,60+2,60+2,59+2,58+2,58+2,58+2,59+2,"CAM,CM,LM"
221961,51+2,51+2,51+2,60+2,56+2,56+2,56+2,60+2,58+2,58+2,58+2,62+2,57+2,57+2,57+2,62+2,62+2,57+2,57+2,57+2,62+2,62+2,54+2,54+2,54+2,62+2,"LB,LM"
218633,62+2,62+2,62+2,62+2,61+2,61+2,61+2,62+2,60+2,60+2,60+2,62+2,57+2,57+2,57+2,62+2,51+2,50+2,50+2,50+2,51+2,49+2,47+2,47+2,47+2,49+2,"LM,RM,ST"
206089,61+2,61+2,61+2,60+2,61+2,61+2,61+2,60+2,61+2,61+2,61+2,60+2,61+2,61+2,61+2,60+2,57+2,58+2,58+2,58+2,57+2,57+2,56+2,56+2,56+2,57+2,"CM,CDM,CAM"
198153,60+2,60+2,60+2,62+2,61+2,61+2,61+2,62+2,62+2,62+2,62+2,63+2,61+2,61+2,61+2,63+2,60+2,59+2,59+2,59+2,60+2,59+2,56+2,56+2,56+2,59+2,"CM,CDM"
177672,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
240136,60+2,60+2,60+2,61+2,62+2,62+2,62+2,61+2,63+2,63+2,63+2,63+2,62+2,62+2,62+2,63+2,55+2,55+2,55+2,55+2,55+2,53+2,49+2,49+2,49+2,53+2,"CM,CAM"
231944,49+2,49+2,49+2,54+2,52+2,52+2,52+2,54+2,52+2,52+2,52+2,56+2,54+2,54+2,54+2,56+2,61+2,58+2,58+2,58+2,61+2,61+2,60+2,60+2,60+2,61+2,"LB,RB,LM"
234760,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,67+2,64+2,64+2,64+2,67+2,62+2,61+2,61+2,61+2,62+2,62+2,60+2,60+2,60+2,62+2,"LB,LM"
240647,59+2,59+2,59+2,62+2,61+2,61+2,61+2,62+2,62+2,62+2,62+2,63+2,60+2,60+2,60+2,63+2,57+2,56+2,56+2,56+2,57+2,56+2,52+2,52+2,52+2,56+2,"CAM,CM"
240135,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
239367,60+2,60+2,60+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,61+2,53+2,53+2,53+2,61+2,47+2,43+2,43+2,43+2,47+2,45+2,38+2,38+2,38+2,45+2,"LW,ST"
230919,48+2,48+2,48+2,49+2,47+2,47+2,47+2,49+2,48+2,48+2,48+2,51+2,50+2,50+2,50+2,51+2,57+2,57+2,57+2,57+2,57+2,59+2,61+2,61+2,61+2,59+2,"CB,LB"
199684,44+2,44+2,44+2,46+2,45+2,45+2,45+2,46+2,47+2,47+2,47+2,48+2,49+2,49+2,49+2,48+2,56+2,57+2,57+2,57+2,56+2,58+2,62+2,62+2,62+2,58+2,CB
221443,50+2,50+2,50+2,55+2,53+2,53+2,53+2,55+2,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,62+2,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,62+2,"CB,RWB"
